,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
96,Software Implementation Consultant,Aqarmap.com,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Information Technology, or a related field."", '1 years of experience as a Software implementation consultant or in a similar role.', 'Preferred: Proficiency in configuring and customizing Zoho apps, including Zoho CRM, Zoho Finance, and Zoho HR.', 'Excellent analytical and problem-solving skills.', 'Effective communication and interpersonal skills to collaborate with diverse teams.', 'Knowledge of other software and tools commonly used in the industry (e.g., ERP systems, data analysis tools).']",[],1 To 3 Years,"['Analyst', 'analytical', 'Computer Science', 'ERP systems', 'Information Technology (IT)', 'Software', 'System Analyst', 'System Analysis', 'Analysis', 'CRM', 'ERP']"
97,Financial Broker - Remote,Jebal ElQamar,"Cairo, Egypt",Part Time,Manager,"['He must have good experience in the Saudi or American financial markets', 'Extensive experience in managing financial portfolios is required', 'The holder of CFTe & CETA certificates has a preference', 'Previous experience working in banks is a plus', 'Budgeting, Planning and Forecasting - Essential.', 'BSc/BA in finance, business administration, or similar field.']","['Manage client portfolios, deciding about when to buy or trade financial securities', 'Managing financial portfolios within the Saudi and American markets, and the work is done from within Egypt for the owner’s account in Saudi Arabia', 'Consult clients on the buying and selling prices of different stocks.', 'Analyze financial data and market trends to identify investment opportunities', 'Stay updated on the latest regulations regarding stocks, taxes, and financial news']",5 To 10 Years,"['Stock broker', 'Stock', 'Financial Reports', 'Purchasing', 'Financial Analysis', 'Financial Data Analysis', 'Stock Market', 'Stock Markets', 'Finance Analysis', 'CFTe', 'CETA']"
98,Cost Accountant,TEPCO S.A.E.,"6th of October, Giza
Not Verified",Full Time,Entry Level (Junior Level / Fresh Grad),"['BSc degree in Accounting, Finance or relevant study', 'Proven experience as a Cost Accountant, Cost Analyst, Accountant or similar role', 'Industrial background is a must', 'Computer literacy, MS Excel in particular (familiarity with VLOOKUPs and pivot tables)', 'Excellent analytical skills with an attention to detail', 'Strong time management skills', 'SAP User is a plus', 'industrial background is a MUST.']","['Develop and maintain the cost accounting system, documents, and records of the organization.', 'Analyze and recommend costs and cost savings.', 'Prepare and complete internal cost audits.', 'Analyze the data collected and log a detailed record of the results.', 'Analyze any changes in goods or services provided in order to determine what effect it has on the cost.', 'Analyze manufacturing costs and prepare regular reports comparing standard costs to actual production costs.', 'Make estimates of new and proposed product costs.', 'Provide management with reports that specify and compare factors that affect prices and profitability of products or services.', 'Assist in audits and general ledger preparation.', 'Conduct physical inventories and monitor the cycle count program.']",1 To 4 Years,"['accountant', 'Accounting', 'Cost Accountant', 'Cost Accounting', 'Finance', 'Financial Analysis', 'analytical', 'Cost Analyst', 'Cost', 'Management']"
99,Full stack Developer (.Net Core & Angular),BI,Technologies,Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor’s degree in Computer Science or Computer Engineering', '1 -3 years of Experience in developing software applications including 2 years in developing business application', 'Expert in Database design (Data modeling, Process Modeling, database design, ERD & DFD) methodology is a must.', 'Expert in .net framework technology and concepts.', 'Expert in programming with C#, ASP.Net MVC and WebAPI preferable .NET Core.', 'Proficient understanding of web markup, including HTML5, CSS3', 'Proficient understanding of client-side scripting and JavaScript frameworks, including Angular2+ and jQuery.', 'Expert in ADO.NET and Entity Framework.', 'Worked of the development of Business applications and (Or) ERP Solutions.', 'Expert in Microsoft SQL server development.', 'Expert in database performance optimization techniques.', 'Expert in object-oriented programming and design techniques.', 'Expert in SOLID Principles and Design Patterns.']","['Document design and technical specifications according to company and quality standards', 'Work with project leaders and business analysts to understand requirement', 'Code application components according to company and quality standards.', 'Meet personal deadlines and contribute towards team objectives.', 'Execute unit tests.', 'Diagnose, analyse and resolve application problems.', 'Prepare set of reports to management on a regular basis.', 'Assist in the QA process as required.', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications']",1 To 3 Years,"['ASP.NET', 'Software Development', '.NET', 'Information Technology (IT)', 'Full Stack', 'Computer Science', 'Computer Engineering', 'Database Design', 'Data Modeling', 'Process Modeling', 'ERP', 'DFD', 'C#', 'CSS3', 'javaScript', 'HTML5', 'jQuery', 'Angular', 'ADO.NET', 'Entity Framework', 'SOLID', 'SolidWorks']"
100,Junior Internal Auditor,BTC,Egypt Gold,Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor degree of commerce (English section preferable).', 'Advanced Auditing Certificate (preferable).', 'Big Four’ and/or other public accounting/audit/consulting.', 'Problem solving skills.', 'Analytical skills.', 'Excellent Computer skills.', 'Fluent written and verbal English language skills.', 'Manufacturing experience preferred.']","['Perform and control the full audit cycle including risk management and control management over operations’ effectiveness, financial reliability and compliance with all applicable directives and regulations.', 'Determine internal audit scope and develop annual plans.', 'Obtain, analyze and evaluate accounting documentation, previous reports, data, flowcharts etc.', 'Prepare and present reports that reflect audit’s results and document process.', 'Act as an objective source of independent advice to ensure validity, legality and goal achievement.', 'Document process and prepare audit findings memorandum.', 'Conduct follow up audits to monitor management’s interventions.', 'Engage to continuous knowledge development regarding sector’s rules, regulations, best practices, tools, techniques and performance standards.']",1 To 3 Years,"['Data Analysis', 'Risk Assessment', 'Accounting', 'Finance', 'Industrial', 'Budgeting', 'Cost Control', 'Financial Analysis', 'Commerce', 'Financial Reports', 'Accounting Principles', 'Internal Audit', 'Auditing', 'Manufacturing', 'Audit', 'analytical', 'English']"
101,Senior Internal Auditor,BTC,Egypt Gold,Full Time,Experienced (Non-Manager),"['Bachelor degree of commerce (English section preferable).', 'Advanced Auditing Certificate (preferable).', 'Big Four’ and/or other public accounting/audit/consulting.', 'Problem solving skills.', 'Analytical skills.', 'Excellent Computer skills.', 'Fluent written and verbal English language skills.', 'Manufacturing experience preferred.']","['Perform and control the full audit cycle including risk management and control management over operations’ effectiveness, financial reliability and compliance with all applicable directives and regulations.', 'Determine internal audit scope and develop annual plans.', 'Obtain, analyze and evaluate accounting documentation, previous reports, data, flowcharts etc.', 'Prepare and present reports that reflect audit’s results and document process.', 'Act as an objective source of independent advice to ensure validity, legality and goal achievement.', 'Document process and prepare audit findings memorandum.', 'Conduct follow up audits to monitor management’s interventions.', 'Engage to continuous knowledge development regarding sector’s rules, regulations, best practices, tools, techniques and performance standards.']",3 To 5 Years,"['Data Analysis', 'Risk Assessment', 'Accounting', 'Finance', 'Industrial', 'Budgeting', 'Cost Control', 'Financial Analysis', 'Commerce', 'Financial Reports', 'Accounting Principles', 'Internal Audit', 'Auditing', 'Manufacturing', 'Audit', 'analytical', 'English']"
102,Data Analysis Quality Internship - Alexandria,Prometeon Tyres Group – Egypt (Ex,Pirelli Tyres Egypt),Internship,Entry Level (Junior Level / Fresh Grad),"['Bsc. of Computer Science / Computer Engineering Alexandria University, Graduates  (2023 / 2022 / 2021) ONLY.', 'Excellent Profession in Using of big data analysis, python,  SQL , Data visualization tools, Cloud computing platforms, Excel, Power BI is a MUST.', 'Alexandria Residence ONLY.', 'Males applying should have a defined Military service status ( Complete exemption or served)', 'Very Good analytical & reporting Skills', 'Excellent English Commands both spoken & written.', 'Good communications skills with all levels of employees.', 'Attentive & capable of working under pressure.']","['Collect correlate all working parameters data from local servers.', 'Work for digitalization projects.', 'Work to improve and facilitate daily routine jobs into digital way.', 'Analysis finished good scrap and defects, and trends. ', 'Create dashboard related to scrap and defects rate.', ""An inside view of Prometeon's work environment of multinational & exposure to the Tyre manufacturing."", 'A chance to develop strong communication, teamwork, and problem-solving skills.', 'An actual on-the-job training that will help secure better career opportunities in the future.', 'Internship monthly allowance.', 'Company Daily Restaurant Meals.', 'Transportation provided to the factory (from the nearest meeting point).', 'Certificate by the end of the program.', 'Social Insurance.']",Not Specified,"['Analysis', 'Computer Engineering', 'Computer Science', 'Data Analysis', 'quality', 'SQL', 'Data']"
103,Media Buyer,Happy Vision,"Mohandessin, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in business, MIS, Computer Science, or related major.', 'At least 3 years in a business analyst position', 'Excellent analytical skills with a firm knowledge of Microsoft office tools, specifically Microsoft excel', 'Familiarity with a broad array of internet technologies and trends', 'Preferably an experience in IT or eBusiness or analysis', 'Strong communication skills across business and technical audiences']",[],3 To 8 Years,"['business', 'Communication skills', 'Marketing', 'Microsoft Office', 'Social Media', 'Ecommerce', 'Advertising Media', 'Google Ads', 'Facebook ads']"
104,Sales Operation Executive,Arma Non Food,"Heliopolis, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor Degree in Business administration or Relevant', 'Proven experience as a Sales Executive or relevant role', 'Proficiency in English', 'Proficiency in Data Analysis ', 'Excellent knowledge of MS Office', 'Hands-on experience with CRM software is a plus', 'Thorough understanding of marketing and negotiating techniques', 'Fast learner and passion for sales', 'Self-motivated with a results-driven approach', 'Aptitude in delivering attractive presentations']","['Conduct market research to identify selling possibilities and evaluate customer needs', 'Actively seek out new sales opportunities through cold calling, networking and social media', 'Set up meetings with potential clients and listen to their wishes and concerns', 'Prepare and deliver appropriate presentations on products and services', 'Create frequent reviews and reports with sales and financial data', 'Ensure the availability of stock for sales and demonstrations', 'Participate on behalf of the company in exhibitions or conferences', 'Negotiate/close deals and handle complaints or objections', 'Collaborate with team members to achieve better results', 'Gather feedback from customers or prospects and share with internal teams', 'Send the right sales orders numbers and ensure the required specifications of the goods before loading ', 'Solve the loading issues before and during loading ( WH - SAP - Quality issues ).', ' Follow up the required updated design for packing material', 'Follow up the customer’s complaint. ', 'Follow-Up to record the price on SAP.', 'Review the stock report. ', 'Solve the Containers and Trucks issues.', 'Finish all the needed reservation', 'Follow up with all the quality tasks include customer , product and production ']",1 To 2 Years,"['Customer Service', 'Sales', 'Sales Planning', 'Demand Planning', 'Operations Management', 'CRM Software', 'Data Analysis', 'Logistics Operations', 'SAP Program']"
105,Cost Accountant,Advansys for Trading & Contracting,"Cairo, Egypt",Full Time,Experienced (Non-Manager),[],[],2 To 3 Years,"['Accounting', 'accountant', 'Cost Accountant', 'analytical', 'Finance', 'excel', 'Industrial', 'Cost Analyst', 'Cost Accounting', 'Financial Analysis', 'MS', 'Cost']"
106,Senior ARC GIS Developer,qTech.,"Mansoura, Dakahlia",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Geographic Information Systems, or a related field"", 'Minimum of 3 years of hands-on experience in developing GIS applications using the ARC GIS platform, with a strong focus on the Dojo toolkit and Oracle database.', 'Proficiency in the ARC GIS software suite, including ARCMap, ARC Catalogue, and ARCGIS Server', 'Extensive experience and expertise in the Dojo toolkit for web application development, including creating dynamic user interfaces, widgets, and data visualisations.', 'Strong programming skills in languages such as Python, JavaScript, or C#', 'Experience with ARC GIS APIs and SDKs, such as ARCObjects, the ARC REST API, or the ARC GIS Runtime, and their integration with Dojo', 'Solid understanding of geospatial concepts, data formats (shapefile, GeoJSON, etc.), and coordinate systems.', 'Expertise in Oracle databases for geospatial data management, including data modelling, SQL queries, and spatial indexing.', 'Familiarity with web-based GIS technologies like Web Mapping APIs (Leaflet, OpenLayers) and web services (WMS, WFS).', 'Excellent problem-solving abilities and attention to detail.', 'Strong communication skills to effectively collaborate with team members and clients.']","['Develop GIS applications: design, code, test, debug, and deploy GIS applications using the ARC GIS platform, with a strong emphasis on utilising the Dojo toolkit for creating user interfaces and Oracle for data management.', 'Dojo integration: Integrate the Dojo toolkit with ARC GIS functionalities to develop interactive and visually appealing user interfaces for GIS applications.', 'Custom application development: Create custom tools, scripts, and workflows using Dojo to enhance GIS functionality and automate processes.', 'Geospatial analysis: Perform complex spatial analysis, geoprocessing tasks, and data modelling using ARC GIS tools and libraries while leveraging Dojo for visualisations and user interactions.', 'Data management with Oracle: Manage geospatial data in Oracle, including data acquisition, integration, transformation, and quality assurance, ensuring effective integration with ARC GIS.', 'Collaborate with stakeholders: work closely with clients, GIS analysts, and other team members to gather requirements, understand project objectives, and deliver solutions that meet business needs.', 'Documentation: Prepare technical documentation, including system specifications, user manuals, and test plans, specifically highlighting the Oracle integration aspects.', 'Troubleshooting and support: Investigate and resolve issues related to GIS applications, provide technical support, and perform system maintenance tasks with expertise in both ARC GIS, Dojo, and Oracle.', 'Stay updated with industry trends: Keep abreast of the latest GIS technologies, Dojo toolkit advancements, Oracle database capabilities, tools, and best practises, and evaluate their potential for implementation.']",More Than 3 Years,"['Information Technology (IT)', 'Web Development', 'GIS', 'Software Development', 'System Analysis', 'Web Design', 'Software Engineering', 'Computer Science', 'Programming', 'Computer Engineering', 'GIS Applications']"
107,Senior Financial Planning and Analysis,The FutureList,"Cairo, Egypt",Full Time,Not Specified,[],[],Not Specified,"['Finance', 'Accounting', 'Financial Analysis', 'Financial Management', 'Financial Planning', 'Analysis', 'Budgeting', 'CIMA', 'Planning', 'ACA', 'CA', 'FMCG', 'SAP', 'CPA', 'Commerce', 'CMA', 'FP&A', 'MBA', 'Microsoft Excel', 'Reporting']"
108,BI Engineer,DXC.technology,"Cairo, Egypt",Full Time,Not Specified,[],"['Understand business objectives, define performance metrics and drive data-driven strategies to achieve them.', 'Work cross-functionally to support multiple key stakeholders and provide insights', 'Work with Data Engineers, Data Warehouse Developers, and Data Architects to create Business Intelligence visualisations', 'Evaluate data warehouse design and components, relational database management systems, and database design solutions', 'Perform complex data analysis, identify the root cause of system and process issues, and develop solutions', 'Assess the end-to-end process and identify opportunities for enhancement; develop dashboards and report insights', 'Define objectives per business requirements; assist business analysts, data analysts, and data scientists in analysing the data', 'Knowledge of statistical analysis, regression modelling and forecasting, data mining, financial analysis, and demand modelling (using statistical software such as SciPy, scikit-learn, or R)', 'Experience in large-scale datasets, analysing data to solve business problems, and presenting impactful insights', 'In-depth knowledge of SQL and NoSQL tools used in data modelling and data mining processes', 'Experience in data warehousing and understanding of data extraction techniques like ETL processing', 'Ability to collaborate with multiple business partners and thrive in a fast-paced environment', 'Interpret insights from quantitative and qualitative data.', 'Technical leadership to mentor other engineers to ensure best practices.']",Not Specified,"['Computer Science', 'Information Technology (IT)', 'SQL', 'BI', 'Computer Engineering', 'Engineering', 'Software Engineering', 'Software Development', 'Business Intelligence', 'Oracle', 'ETL', 'SSRS', 'SSIS', 'Power BI', 'XML', 'C#', 'ASP.NET', 'Telecommunication', 'Analysis', 'Microsoft Power BI']"
109,Market Research (Furniture),Outservingplus,"Smart Village, Giza",Full Time,Experienced (Non-Manager),"['Proven Market Research Analysis experience', 'Ability to interpret large amounts of data and to multi-task', 'Strong communication and presentation skills', 'Excellent knowledge of statistical packages (SPSS, SAS or similar), databases and MS Office', 'Search engines, web analytics and business research tools acumen', 'Familiarity with CRM programs', 'Adequate knowledge of data collection methods (polls, focus groups, surveys etc)', 'Working knowledge of data warehousing, modelling and mining', 'Strong analytical and critical thinking', 'BS degree in Statistics, Marketing or related field']","['● Collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations', '● Understand business objectives and design surveys to discover prospective customers’ preferences', '● Compile and analyze statistical data using modern and traditional methods to collect it', '● Perform valid and reliable market research SWOT analysis', '● Interpret data, formulate reports and make recommendations', '● Use online market research and catalogue findings to databases', '● Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation', '● Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct', '● Remain fully informed on market trends, other parties researches and implement best practices']",2 To 5 Years,"['Communication', 'SPSS', 'Research', 'Marketing', 'Market Research', 'E-Marketing', 'Analysis']"
110,Kibana Dashboard Developer,DXC.technology,"Cairo, Egypt",Full Time,Not Specified,[],"['Create visually appealing and user-friendly dashboards using Kibana.', 'Transform raw data into meaningful insights by designing intuitive panels and visualizations.', 'Collaborate with stakeholders to understand their data needs and translate them into effective dashboard solutions.', 'Hands-on experience with the Elastic Stack (Elasticsearch, Logstash, Kibana).', 'Configure and optimize Elasticsearch indices for efficient data retrieval.', 'Ensure seamless integration of Kibana with data sources.', 'Utilize Kibana to create dynamic and informative dashboards.', 'Implement filters, time series visualizations, and geospatial displays.', 'Leverage Kibana’s features such as Canvas and Data Views.', 'Familiarity with Elasticsearch data models and search capabilities.', 'Optimize queries and aggregations for performance.', 'Proficiency in writing KQL queries to extract relevant data.', 'Ability to create custom visualizations using KQL.', 'Awareness of anomaly detection using machine learning in Kibana.', 'Ability to incorporate anomaly swim lanes and charts.', 'Bachelor’s degree in Computer Science, Information Technology, or related field.', 'Experienced in Kibana dashboard design and development.', 'Strong understanding of data visualization principles.', 'Excellent communication skills and ability to collaborate with cross-functional teams.', 'Familiarity with Grafana is a plus.']",Not Specified,"['information technology (it)', 'computer science', 'sql', 'marketing', 'social media', 'media', 'communication skills', 'design', 'recruitment', 'business', 'writing', 'communication']"
111,Market analysist or Researches,Sahara Printing Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven Market Research Analysis experience', 'Ability to interpret large amounts of data and to multi-task', 'Strong communication and presentation skills', 'Excellent knowledge of statistical packages (SPSS, SAS or similar), databases and MS Office', 'Search engines, web analytics and business research tools acumen', 'Familiarity with CRM programs', 'Adequate knowledge of data collection methods (polls, focus groups, surveys etc)', 'Working knowledge of data warehousing, modelling and mining', 'Strong analytical and critical thinking', 'BS degree in Statistics, Marketing or related field']","['Collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations', 'Understand business objectives and design surveys to discover prospective customers’ preferences', 'Compile and analyze statistical data using modern and traditional methods to collect it', 'Perform valid and reliable market research SWOT analysis', 'Interpret data, formulate reports and make recommendations', 'Use online market research and catalogue findings to databases', 'Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation', 'Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct', 'Remain fully informed on market trends, other parties researches and implement best practices']",2 To 5 Years,"['Analysis', 'business', 'Communication', 'E-Marketing', 'Marketing', 'Research', 'Social Media', 'Market Research', 'CRM', 'SPSS', 'Statistics', 'Web Analytics']"
112,Senior Cost Accountant - 11.2023,Technical Co For Engineering and Feeding Industries,"Obour City, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 15 Years,"['Cost Accountant', 'Financial Analysis', 'Cost', 'Accounting', 'Financial Management', 'Dynamics Ax', 'Ax 2012', 'ERP', 'excel', 'Finance']"
113,Treasury Manager,Ewa,"Cairo, Egypt",Full Time,Manager,"[""Bachelor's degree in finance, accounting, or a related field."", 'Minimum of 6 years of experience in treasury management or a related field.', 'Deep understanding of cash management, investment management, and risk management principles and practices.', 'Excellent analytical skills and attention to detail.', 'Strong communication skills and ability to interact effectively with senior management, financial institutions, and other stakeholders.', 'Experience managing a team of analysts or specialists.', ""Certification in treasury management, such as the Certified Treasury Professional (CTP), is preferred.Bachelor's degree in finance, accounting, or a related field."", 'Minimum of 6 years of experience in treasury management or a related field.', 'Deep understanding of cash management, investment management, and risk management principles and practices.', 'Excellent analytical skills and attention to detail.', 'Strong communication skills and ability to interact effectively with senior management, financial institutions, and other stakeholders.', 'Experience managing a team of analysts or specialists.', 'Certification in treasury management, such as the Certified Treasury Professional (CTP), is preferred.']","['Oversee the day-to-day operations of the treasury department, including managing cash and liquidity, investment management, and risk management.', 'Develop and implement effective cash management strategies that ensure adequate liquidity for the company.', 'Lead the development and implementation of investment strategies that maximize returns while minimizing risk.', 'Review and analyze treasury reports and financial data to ensure accuracy and identify areas of improvement.', 'Manage relationships with banks, lenders, and other financial institutions to ensure favorable terms and conditions.', 'Stay up-to-date on industry trends and changes to regulations related to cash management, risk management, and investment management']",6 To 10 Years,"['Accounting', 'Finance', 'Treasury']"
114,Senior Cost Accountant,Altawakol for Steel Fabrication & Galvanization,"10th of Ramadan City, Sharqia",Full Time,Experienced (Non-Manager),"['previous experience in similar industry (steel fabrication & Galvanization).  ', 'Proven work experience as a Cost Accountant, Cost Analyst.', 'Thorough knowledge of accounting procedures.', 'In-depth understanding of Generally Accepted Accounting Principles (GAAP).', 'Experience with accounting software.', 'Computer literacy, MS Excel in particular (familiarity with VLOOKUPs and pivot tables)', 'Excellent analytical skills with an attention to detail', 'Strong time management skills', 'Integrity, with an ability to handle confidential information.', 'BSc degree in Accounting, Finance or relevant study']","['Responsible for calculating the production costs of all products and operations in the factory.', 'Collect cost data and maintain an expense database.', 'Determine fixed costs (e.g. salaries, rent, insurance).', 'Planning and recording variable costs (e.g. raw material purchases, operations costs).', 'Review the standard and actual costs of the organization.', 'Preparing budget reports (for the institution and for each department separately).', 'Analyze and report the profit margins of the factory.', 'Prepare monthly, quarterly and annual cost forecasts.', 'Assistance in closing the end of the month and the end of the year.']",4 To 5 Years,"['Accounting', 'accountant', 'Cost', 'Cost Accountant', 'Finance', 'Financial Analysis', 'GAAP', 'Financial Management']"
115,Accounting Supervisor,OTEX,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as an Accounting Supervisor', 'Experience with accounting software (Odoo)', 'Strong computer skills, MS Excel in particular (managing spreadsheets, creating charts and using advanced formulas)', 'Solid knowledge of bookkeeping and accounting principles, laws and regulations', 'Excellent analytical skills to manage large amounts of data.', 'Attention to detail and accuracy.', 'Team management skills', 'Ability to prioritize work.', 'BS degree in Accounting or Finance', 'Accounting certification (e.g. CMA or CPA) is a plus.', 'experience in shipping & logistics is a plus.']","['Oversee daily transactions, including accounts payable/receivable, general ledger and bank reconciliations.', 'Participate in regular tax audits and payroll.', 'Prepare budgeting reports and forecast revenues.', 'Manage month-end and year-end closing.', 'Monitor the daily performance of the accounting department.', 'Organize financial data into useable information and maintain updated records.', 'Track the progress of financial and accounting objectives.', 'Establish accounting policies and procedures, aligned with company’s targets.', 'Ensure compliance with the law.', 'Review contracts with customers and prepare financial feasibility study of new project, Coordinate new project as relevant to business financial prospects.', 'Acquire the technological capabilities to automate the accounting data base and reporting requirements.', 'Provide assistance and advice to functional managers on financial management issues.', 'Implement a system to monitor the propriety of financial decisions made throughout the firm.', 'Prepare daily and monthly management reports and basic preparation of departmental strategic plan.', 'Control payments and bank reconciliation.', 'Handle insurance shipments and office building and assets.', 'Ensure effective registration of all assets within the Otex Fixed Assets Register in accordance with approved policies and procedures.', 'Ensure efficient coordination with the related Department to safeguard the Otex fixed assets while in custody with staff.', 'Assess and highlight risks associated with the Otex fixed assets.', 'Ensure efficient disposal of the Otex fixed in accordance to approved policies and procedures.', 'Review all financial statements, audit reports, and management reports received from the team, and evaluate the performance of Otex report the results to the CEO.', 'Supervise the preparation of monthly, quarterly and annual trail balanced and financial standard.']",5 To 10 Years,"['Accounting', 'Accounting Software', 'CMA', 'CPA', 'Odoo', 'Finance', 'Financial Analysis', 'Financial Management', 'Management']"
116,"Transaction Risk Investigator, Invest Spc - TSE, TORX Ops",Amazon MENA,"Cairo, Egypt",Full Time,Not Specified,[],[],Not Specified,"['finance', 'accounting', 'financial analysis', 'financial management', 'microsoft office', 'management', 'english', 'quality', 'communication skills', 'business', 'transactions', 'arabic']"
117,Tax Accountant,Confidential Company,"10th of Ramadan City, Sharqia",Full Time,Experienced (Non-Manager),"['BSc degree in accounting, finance, or a relevant subject.', 'Proven 3+ years of work experience as a tax accountant, tax analyst, or tax preparer', 'good English ', 'Very strong knowladge with New Tax. System ', 'Familiarity with accounting software packages and SAP backgrounds is preferred.', 'Computer literacy (MS Excel in particular)', 'Excellent analytical and time management skills', 'Strong numeracy skills', 'Keen attention to detail']","['Prepare tax payments', 'Estimate and track tax returns', 'Complete quarterly and annual tax reports', 'Organize and update the company’s tax database', 'Recommend tax strategies that align with business goals', 'Prepare necessary paperwork for tax payments and returns', 'Share financial data with the accounting department', 'Identify tax savings and suggest ways to increase profits', 'Follow industry trends and track changes related to taxes', 'Liaise with internal and external auditors', 'Forecast tax predictions to  managers']",3 To 5 Years,"['accountant', 'Accounting', 'Accounting Software', 'Finance', 'Financial Analysis', 'Tax', 'tax accountant', 'Software', 'SAP', 'excel', 'English']"
118,Senior Full Stack Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer ', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Degree in Computer Science, Statistics or relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",5 To 7 Years,"['Full Stack', 'Computer Science']"
119,Cost Engineer ( Furniture).,Confidential Company,"New Damietta, Damietta",Full Time,Experienced (Non-Manager),"['Degree in Engineering / Applied Arts / Architect Or any related field.', 'Proven experience as a cost analyst in Wood or Furniture ', 'Experience in data, operational and financial analysis', 'Knowledge of accounting processes and software', 'Great attention to detail', 'Good communication skills']","['Communicate with the purchasing manager to update and archive the cost of all inputs.', 'Accurately calculating the cost of projects required to be manufactured ensures the quality of their manufacturing', 'Full knowledge of all industry inputs in a way that enables him to calculate the raw materials for any product', 'Familiarity with a reasonable amount of industry techniques in a way that enables him to calculate product manufactures', 'The ability to communicate with department heads in case of a technical question in the pricing process.']",1 To 10 Years,"['Cost', 'Applied Arts', 'Accounting', 'Furniture', 'Cost Control', 'Engineering', 'Cost Accounting', 'Cost Engineering']"
120,SAP Project Manager,Confidential Company,"Giza, Giza",Full Time,Manager,"['Experience 10+ years in the same field.', 'Solid experience in ERP implementation at least 2 full implementations life cycle.', 'SAP experience is a must in at least two main modules, FICO experience is preferable.', 'Proven track record in applying best practices for software development lifecycle management and software implementation methodologies.', 'Direct, hands-on experience with data warehousing, business intelligence, and analytics concepts and tools.', 'Strong customer-service orientation.', 'Excellent written and oral communication skills.', 'Ability to conduct research into application issues and products.', 'Ability to effectively prioritize and execute tasks in a high-pressure environment.', 'Experience working in a team-oriented, collaborative environment.']","['SAP Applications role is to provide the functional and technical leadership of the software landscape to support business activities.', 'The role includes all applications project management activities to plan, execute, and finalize projects according to strict deadlines and within budget.', 'The incumbent is accountable for all post-implementation support and operations activities for the live applications portfolio. Direct and lead applications project development from beginning to end.', 'Define project scope, goals, and deliverables that support business goals in collaboration with senior management and stakeholders.', 'Develop full-scale project plans and associated communications documents.', 'Effectively communicate project expectations to team members and stakeholders in a timely and clear fashion in coordination with the IT Solutions Director.', 'Evaluate, install, configure, and deploy new applications, systems software, products, and/or enhancements to existing applications throughout the enterprise.', 'Ensure that applications meet business requirements and systems goals, fulfill end-user requirements, and identify and resolve systems issues.', 'Collaborate with analysts, designers, and system owners in the testing of new software programs and applications.', 'Analyze documentation and technical specifications of any new application under deployment or consideration to determine its intended functionality.', 'Ensure that any new software integration into company systems meets functional requirements, system compliance, and interface specifications.', 'Manage and provide direction for the key business users in support of business operations.', 'Contribute to the pre-testing phase of development by evaluating proposals in order to identify potential problem areas, and make the appropriate recommendations.', 'Review and analyze existing applications’ effectiveness and efficiency, and then develop strategies for improving or leveraging these systems.', 'Manage the development of training and documentation for all users; hold pilots as necessary, and other user-related activities.', 'Develop, distribute, and coordinate in-depth end-user reviews for modified and new systems or applications.', 'Research and make recommendations on software products and services in support of procurement and development efforts.', 'Cultivate and disseminate knowledge of application-usage best practices']",10 To 15 Years,"['SAP', 'ERP System']"
