,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
280,Senior Full Stack Developer (.NET Core & Angular),softprograms,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Information Systems, or equivalent"", '5+ years of experience developing .NET Core applications with Angular', 'Strong understanding of web technologies such as HTML5, CSS3, JavaScript, jQuery, JSON, AJAX, and XML', 'Proficiency with relational databases such as SQL Server and NoSQL databases', 'Proficiency with web application frameworks such as ASP.NET Core, MVC, and MVVM', 'Proficient in developing enterprise, layered-architecture applications.', 'Proficient in modern web development practices, including responsive design and progressive web apps.', 'Strong knowledge of software development methodologies, including Agile and Scrum.', 'Strong knowledge of software development best practices, including design patterns, code reviews, testing, and version control systems (e.g., Git).', 'Excellent problem-solving and communication skills', 'Ability to work independently and as part of a team', 'Able to work in a fast-paced environment and meet tight deadlines']","['Develop and maintain secure, high-performance web applications using the latest technologies', 'Design, build and deploy web applications using Angular, ASP.NET Core, and other web technologies', 'Analyze user requirements and develop software solutions', 'Design and implement database schemas and maintain database integrity', 'Perform unit testing, code review and debugging to ensure applications meet quality standards', 'Collaborate with other developers, designers, and product managers to ensure efficient application development', 'Identify and troubleshoot application issues and develop solutions to resolve them', 'Optimize application performance and scalability', 'Provide technical support and guidance to other team members ']",3 To 6 Years,"['.Net', 'CSS3', 'Git', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'jQuery', 'Software Development', 'Web Development', 'SQL', 'Angular']"
281,Senior java Full Stack Developer (Spring Boot & Angular),softprograms,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Information Systems, or equivalent"", '5+ years of experience developing Spring Boot applications with Angular', 'Strong understanding of web technologies such as HTML5, CSS3, JavaScript, jQuery, JSON, AJAX, and XML', 'Proficiency with relational databases such as SQL Server and NoSQL databases', 'Proficiency with web application frameworks such as JPS, Hibernate, Maven, OpenAPI/Swagger, Apache Kafka, Spring AMQP', 'Good to have Linux, Jenkins, Docker, kubernetes, SonarQube experience', 'Proficient in developing enterprise, layered-architecture applications.', 'Proficient in modern web development practices, including responsive design and progressive web apps.', 'Strong knowledge of software development methodologies, including Agile and Scrum.', 'Strong knowledge of software development best practices, including design patterns, code reviews, testing, and version control systems (e.g., Git).', 'Excellent problem-solving and communication skills', 'Ability to work independently and as part of a team', 'Able to work in a fast-paced environment and meet tight deadlines']","['Develop and maintain secure, high-performance web applications using the latest technologies', 'Design, build and deploy web applications using Angular, Spring Boot, and other web technologies', 'Analyze user requirements and develop software solutions', 'Design and implement database schemas and maintain database integrity', 'Perform unit testing, code review and debugging to ensure applications meet quality standards', 'Collaborate with other developers, designers, and product managers to ensure efficient application development', 'Identify and troubleshoot application issues and develop solutions to resolve them', 'Optimize application performance and scalability', 'Provide technical support and guidance to other team members\n ']",3 To 6 Years,"['Angular', 'Java', 'Spring Boot', 'Spring MVC', 'Hibernate', 'Maven', 'JSON', 'JavaScript', 'HTML5', 'CSS3', 'jQuery', 'SQL', 'Software Development', 'Web Development', 'Agile', 'Git']"
282,Front End Developer React js,Kyan Labs,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as a Front-end developer', 'Hands on experience with markup languages', 'Experience with JavaScript, CSS and jQuery', 'Familiarity with browser testing and debugging', 'In-depth understanding of the entire web development process (design, development and deployment)', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with software like Adobe Suite, Photoshop and content management systems', 'An ability to perform well in a fast-paced environment', 'Excellent analytical and multitasking skills', 'BSc degree in Computer Science or relevant field']","['Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']",More Than 2 Years,"['JavaScript', 'XHR', 'Vue.js', 'UI/UX', 'Git', 'CSS', 'SaaS', 'HTML', 'Flexbox', 'Bootstrap', 'SVG', 'JSON', 'XML', 'API', 'Information Technology (IT)', 'Software Development', 'Computer Science', 'Framework', 'ReactJS', 'front-end']"
283,Full Stack Wordpress Developer,ElMotaheda Web,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science or a similar field.', 'Proven work experience as a WordPress developer.', 'Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.', 'Knowledge of code versioning tools including Git, Mercurial, and SVN.', 'Experience working with debugging tools such as Chrome Inspector and Firebug.', 'Good understanding of website architecture and aesthetics.', 'Ability to manage projects.', 'Good communication skills.']","['Meeting with clients to discuss website design and function.', 'Designing and building the website front-end.', 'Creating the website architecture.', 'Designing and managing the website back-end including database and server integration.', 'Generating WordPress themes and plugins.', 'Conducting website performance tests.', 'Troubleshooting content issues.', 'Conducting WordPress training with the client.', 'Monitoring the performance of the live website.']",More Than 2 Years,"['Computer Science', 'developer', 'CSS3', 'front-end', 'HTML5', 'Git', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'jQuery', 'svn', 'WordPress']"
284,PHP Developer required,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree"", '2+ years of working experience', 'Hands-on experience with PHP', 'Strong database design, implementation, and query development, specifically MySQL', 'Good knowledge of version control and issue tracking tools and of developing web services', 'Demonstrable knowledge of web technologies including HTML, CSS, JavaScript, AJAX etc', 'Codeigniter Framework is a must', 'Laravel  Framework ']","['Developing, debugging, and optimizing PHP code.', 'Interpreting design specifications and functional requirements.', 'Creating consistent code documentation', 'The job is Full-Time Basis in our company (Nasr City)', '5 days/week.']",More Than 3 Years,"['Web Development', 'PHP', 'Software Development', 'Computer Science', 'HTML', 'CSS', 'javaScript', 'AJAX', 'Codeigniter', 'Information Technology (IT)', 'Maintenance', 'IT', 'Phongap', 'Ionic', 'Java', 'MySQL', 'Database', 'Development', 'Web', 'Design', 'Database Design', 'CodeIgniter', 'Codeigniter Framework', 'Laravel Framework', 'Laravel', 'php developer', 'Web Application', 'Web Application Development']"
285,PHP Developer required,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree"", '2+ years of working experience', 'Hands-on experience with PHP', 'Strong database design, implementation, and query development, specifically MySQL', 'Good knowledge of version control and issue tracking tools and of developing web services', 'Demonstrable knowledge of web technologies including HTML, CSS, JavaScript, AJAX etc', 'Codeigniter Framework is a must', 'Laravel  Framework ']","['Developing, debugging, and optimizing PHP code.', 'Interpreting design specifications and functional requirements.', 'Creating consistent code documentation', 'The job is Full-Time Basis in our company (Nasr City)', '5 days/week.']",More Than 3 Years,"['Web Development', 'PHP', 'Software Development', 'Computer Science', 'HTML', 'CSS', 'javaScript', 'AJAX', 'Codeigniter', 'Information Technology (IT)', 'Maintenance', 'IT', 'Phongap', 'Ionic', 'Java', 'MySQL', 'Database', 'Development', 'Web', 'Design', 'Database Design', 'CodeIgniter', 'Codeigniter Framework', 'Laravel Framework', 'Laravel', 'php developer', 'Web Application', 'Web Application Development']"
286,Full Stack Developer,Sketch,tech,Full Time,Experienced (Non-Manager),[''],[],1 To 2 Years,"['Full Stack', 'Full Stack Developer', 'Computer Science', 'Software Development']"
287,Java Spring Boot Developer,DX Republic,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['computer', 'back-end', 'Computer Science', 'Information Technology (IT)', 'Java', 'Java Spring', 'Spring', 'Back-End Development', 'JavaScript', 'Web Services', 'XML', 'Open XML', 'JSON', 'spring Framework', 'Spring Core', 'Software Development']"
288,Odoo Developer,2CooM,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed, especially if supported by good experience.', 'Minimum of 1 year of experience in Odoo development, or 2-3 years in Python.', 'Superior knowledge of relational database concepts, SQL and ORM.', 'Good knowledge of non-relational database concepts (MongoDB and Cassandra).', 'Excellent knowledge of web development languages (HTML, CSS, JavaScript, JQuery).', 'Good knowledge of Linux and Ubuntu.', 'Good knowledge of SVN and/or Git.', 'Knowledge of Python development frameworks (Django and Flask).', 'Knowledge of frontend development languages is a great plus (AngularJS or Meteor).', 'Ability to learn fast and execute accordingly.', 'Outstanding communication and interpersonal abilities', 'Patience and professionalism', 'Reliability and discretion: you will often learn of confidential matters', 'Communication, negotiation and relationship-building skills', 'Excellent time management skills and the ability to prioritize work', 'Attention to detail and problem-solving skills', 'Excellent written and verbal communication skills', 'Strong organizational skills with the ability to multi-task']","['Collect Needs and draft ERP application requirements.', 'Design, Development and testing of Odoo (OpenERP) modules, projects, products and interfaces.', 'Maintaining existing modules.', 'Complete and clear documentation for any task/work done.', 'Test new functions/modifications to existing application modules in accordance with application support.', 'Configuration, installation and maintenance of server and multi-database Odoo/Ubuntu environments.', 'Keeping different projects/versions under control using SVN or Git.', 'Other development tasks in systems developed in Python other than Odoo']",2 To 3 Years,"['Computer Science', 'Engineering', 'Software Engineering', 'Python', 'Odoo Development', 'Odoo ERP', 'CSS', 'Git', 'HTML', 'Information Technology (IT)', 'JavaScript', 'jQuery', 'Linux', 'Odoo', 'SQL']"
289,Senior PHP Developer (Laravel),Safa Soft,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience)."", 'Proven work experience as a Laravel Developer.', 'Strong proficiency in PHP and the Laravel framework.', 'Proven work experience as a Laravel Developer, with a strong emphasis on design pattern.', 'Extensive hands-on experience with PHP, Laravel framework, and related technologies.', 'Solid understanding of microservices architecture principles, including service decomposition, communication protocols, and containerization.', 'Proficiency in designing and implementing RESTful APIs and integrating third-party services.', 'Strong knowledge of database systems and SQL, including database design, optimization, and query optimization techniques.', 'Experience with containerization technologies such as Docker and orchestration tools like Kubernetes.', 'Familiarity with event-driven architectures and message brokers (e.g., RabbitMQ, Apache Kafka).']","['Design, develop, and maintain scalable and secure web applications and web API using the Laravel framework.', 'Design and develop clean code using Laravel', 'Good Knowledge with design pattern', 'Collaborate with product managers, designers, and other stakeholders to understand project requirements and translate them into technical specifications.', 'Write clean, efficient, and maintainable code that follows best practices and coding standards.', 'Implement and integrate APIs, third-party services, and databases to enhance application functionality.', 'Conduct thorough testing, troubleshoot and debug issues, and ensure the optimal performance of web applications.', 'Optimize applications for scalability, speed, and user experience.', 'Collaborate with the team to identify and implement process improvements, tools, and technologies that enhance development efficiency and quality.', 'Mentor and provide guidance to junior developers, fostering their growth and development within the team.', 'Stay up-to-date with industry trends and advancements in Laravel development, and proactively suggest improvements to enhance development processes and techniques.', 'Participate in code reviews, provide constructive feedback, and ensure code quality and consistency across projects.', 'Assist in project planning, estimation, and resource allocation.', 'Collaborate effectively with cross-functional teams, including designers, testers, and project managers, to ensure successful project delivery.', 'Stay informed about emerging technologies, tools, and frameworks related to web development.']",4 To 7 Years,"['APIs', 'Computer Science', 'Design', 'Engineering', 'Information Technology (IT)', 'PHP', 'Laravel', 'Software', 'Software Development', 'Software Engineering', 'SQL']"
290,Senior Flutter Developer,Edentech,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['5+ years of experience working with mobile development.', 'Must show your previous work.', 'Deployed at least 1 apps', 'Have experience with Flutter for both iOS and Android.', 'Familiarity with RESTful APIs', 'Knowledge of modern authorization mechanisms, such as JSON Web Token (JWT).', 'Ability to understand business requirements and translate them into technical requirements.', 'Flux, Redux, and Rxjs is Preferred', 'Know how to deal with different screen sizes.', 'Experience with version control Git', 'Good communication skills.', 'Team worker.', 'Very comfortable learning new technologies, tools, and platforms.', 'Highly motivated.', 'Initiative and passionate.']","['We are looking for a Flutter developer responsible for the development and maintenance of applications aimed towards Android and iOS, including mobile phones and tablets. Your primary focus will be the development of such applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and creating quality products is essential.', 'Design, build and document average to complex software systems (Domain Model, Architecture, UML diagrams).', 'Independently craft project solutions by applying solid Object-Oriented-Design principles.', 'Ensure the performance, quality, and responsiveness of applications.', 'Reporting to the Project Manager and the Technical Director.']",5 To 7 Years,"['Computer Science', 'flutter', 'Information Technology (IT)', 'Mobile Development', 'Software Development', 'iOS', 'JSON', 'RESTful', 'Redux']"
291,PHP Developer,Confidential Company,"Talkha, Dakahlia",Full Time,"Senior Management (CEO, GM, Director, Head)","['Proven software development experience in PHP', 'Understanding of open source projects like Joomla, Drupal, Wikis, osCommerce, etc', 'Demonstrable knowledge of web technologies including HTML, CSS, Javascript, AJAX etc', 'Good knowledge of relational databases, version control tools and of developing web services', 'Experience in common third-party APIs (Google, Facebook, Ebay etc)', 'Passion for best design and coding practices and a desire to develop new bold ideas', 'BS/MS degree in Computer Science, Engineering or a related subject']","['Write “clean”, well-designed code', 'Produce detailed specifications', 'Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality', 'Contribute in all phases of the development lifecycle', 'Follow industry best practices', 'Develop and deploy new features to facilitate related procedures and tools if necessary']",2 To 5 Years,"['APIs', 'PHP', 'Software Development', 'Information Technology (IT)', 'Computer Science']"
292,Digital Designer - Middle East Communication Network,Qureos,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"['Design and produce digital marketing assets including emails, digital collateral, social media deliverables, GIF animations, and cinemagraphs.', 'Provide technical support for design and video-related efforts.', 'Ensure all projects are well-planned, creatively excellent, delivered on time, and within agreed budgets.', 'Manage and maintain brand consistency.', 'Review project work to maintain the highest standards of quality and consistency.', 'Collaborate with other divisions to create a unified look and feel across the brand.', 'Work with developers to ensure interactive best practices are met.', 'Stay updated with the latest technologies and consistently advance the brand.', 'Ability to multi-task, manage multiple projects, and meet tight deadlines.', '4-7 years of professional experience in a design agency, in-house firm, brand, or similar environment.', 'Comprehensive knowledge in all aspects of design including layout, typography, illustration, identity, digital production, motion graphics, and publishing.', 'Detailed understanding of interactive communication, processes, and user-interface design for digital products.', 'Strong time management skills and the ability to manage daily and long-term tasks, progressing multiple workstreams simultaneously.', 'Mastery in art direction, moving image, and graphic design.', 'Passion for creativity and teamwork; ability to work both independently and collaboratively in a team environment.', 'Excellent verbal and visual communication skills.', 'Meticulous attention to detail and strong organizational skills.', 'Skills in photo image manipulation and retouching.', 'Knowledge of UI/UX and FIGMA is advantageous.', 'Expertise in responsive design strategy is a plus.']",Not Specified,"['Marketing', 'Social Media', 'Digital Marketing', 'Graphic Design', 'Design', 'E-marketing', 'Media', 'Adobe Photoshop', 'Adobe Illustrator', 'SEO', 'Web Design', 'Market Research', 'Advertising', 'Adobe Indesign', 'Digital Media', 'Online Marketing', 'Digital', 'Writing', 'Video Editing', 'Editing']"
293,Senior Front End Developer Angular,etmana,"Katameya, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['Angular', 'Information Technology (IT)', 'Fashion', 'front-end', 'Software Development', 'E-Commerce']"
294,Dot NET C# Developer,Confidential Company,"Nasr City, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"[""Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience). "", 'Strong knowledge and experience with C# and .NET development. ', 'Proficiency in HTML, CSS, and JavaScript. ', 'Hands-on experience with DevExpress controls and WinForms. ', 'Expertise in SQL Server and database design. ', 'Familiarity with REST API development and integration. ', 'Experience with MVC architecture and .NET Core. ', 'Ability to work independently and in a team environment. ', 'Excellent problem-solving and communication skills. ', 'Nice to have: Experience with React Native, TypeScript, and cross-platform development. ']","['Design, develop, and maintain .NET C# applications for document and records management using best practices and industry standards. ', 'Utilize HTML, CSS, and JavaScript to enhance web-based components. ', 'Develop and customize DevExpress-based WinForms applications. ', 'Create and optimize Crystal Reports for data visualization and reporting. ', 'Work with SQL Server to design and optimize database schemas and queries. ', 'Collaborate with team members on REST API development and integration to facilitate document workflows.  ', 'Ensure cross-platform compatibility and performance optimization. ', 'Stay up-to-date with emerging technologies and industry trends in document and records management. ', 'Provide mentorship and guidance to junior developers, as needed. ']",1 To 3 Years,"['.NET', 'ASP.NET', 'C#', 'MVC', 'jQuery', 'AJAX', 'javaScript', 'ORM', 'TFS', 'SharePoint']"
295,Software Technical Team Leader,Eg Insurtech,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['OOP Concepts & Principles', 'Desktop development Concepts & Principles', 'Web development Concepts & Principles', 'Very Good SQL & Database Knowledge', 'Agile Development Approaches', 'Web Standards (HTML/ XML / XSD)', 'JavaScript Development', 'Write Complex queries & read ERDs', 'Database Design / Normalization Skills', 'Unit Testing Techniques', 'High Code Debugging Skills', 'Multi-threading & Parallelization', 'Advanced Web Development Knowledge', 'Low Bugs Rate', 'UML Modeling Concepts', 'Deep understanding of design patterns', 'Test Driven Development Principles / Techniques', 'SOA Principles and Models', 'Use Case Analysis / Technical Specification', 'Performance Tuning Skills', 'Distributed Caching Servers', 'Advanced Distributed Development Knowledge', 'Excellent Design & Architecture Concepts', 'Design Review Skills', 'Security Review Skills', 'Development Best Practices', 'Code Review Skills', 'Excellent Code merging and resolving code conflicts', 'Excellent troubleshooting skills', 'Advanced Threading', 'Other source controls such as SVN , GIT etc..', 'Security Code Reviews', 'MS Project / WBS / Technical Plan Building', 'Solution Architecture Principles & Frameworks', 'MS VISIO', 'Agile /Scrum Coaching', 'Different Estimation techniques', 'Excellent Performance Tuning and Analysis Skills', 'Deep knowledge in best practices in any used technologies', 'Good knowledge in responsive design concepts', 'Branch planning', 'Microsoft .NET Framework (4.0 & above)', 'C# Programming Language', 'ORM, LINQ ,EF ,and T-SQL Language', 'Visual Studio (IDE)', 'TFS', 'MS Enterprise Library', 'Open XML, and/or Reporting Services', 'MS UnitTesting on VS', 'Stored Procedures / Triggers / Functions / Views', 'Web APIs and WCF', 'Windows Services', 'JSON, Web services using JSON', 'HTTP Handlers / HTTP Modules', '.NET Security Guidelines and Technologies', 'SOA Solutions Using MS Technologies', 'HTML5, CSS3, JQuery, & AJAX', 'ASP.Net MVC4 and MVC5', 'Azure and/or Windows 8/10 Development', 'Sql Session State Management', 'Continuous integration & Daily Builds', 'MS Technologies Benefits vs. Where to Use', 'Node js, Angular & Advance JS frameworks', 'Dependency Injection framework such as Unity', 'XAML Programming Language', 'MVVM Design Pattern', 'PRISM Frame Work', 'ASYNC Programing', '.Net framework', 'Object oriented programming', 'Design patterns: mandatory', 'Parallel programming concepts: mandatory', 'Task parallel library: mandatory', 'Database Logical and physical design', 'Database tuning: mandatory', 'Memory management', 'MVC, MVP, MVVM', 'JQuery', 'Angular 2 is a plus', 'Good work ethics', 'Good English Language', 'Good Communication Skills', 'Good Analytical Skills', 'Team Player with Excellent Team Spirit', 'Good Estimation Skills', 'Positive and Self-motivated', 'Good Problem Solving Skills', 'High Ownership', 'Good Time Management Skills', 'Excellent Estimation Skills', 'Good Technical Research Skills']","['Perform programming tasks according to the project plan', 'Implement tasks following functional specifications', 'Write well designed, testable and efficient code', 'Participate in the estimation of new features and components', 'On-time delivery of assigned tasks', 'Perform unit testing for submitted tasks', 'Serve as a mentor to less experienced software engineers', 'Participate in analysis & design of new functional requirements', 'Implement complex and risky tasks development tasks', 'Conduct prototyping and POCs for new technologies', ""Conducting Interviews & Exams for Jr. & Mid-level Dev's"", 'Conduct Code Review and code refactoring tasks', 'Configuration Management', 'Deployment Planning', 'Integrating team output into the project solution and packages', 'Ultimately responsible for project code quality', 'Final smoke test for deployed releases', 'Gathering and preparing release notes', ""Conducting Interviews & Exams for Sr. & Pr. Dev's"", 'Design Review', 'Help in team members Technical Career Development', 'Own development project effort estimates', 'Flexible to travel', 'Breaking down backlog features into smaller tasks for the team', 'Assign tasks for team members in coordination with Project Manager', 'Work closely with QA team & make sure they are effectiveness & utilization', 'Preparing development/testing environment for the team']",7 To 8 Years,"['Software Development', 'Software Engineering', 'Hiring', 'Team Leadership', '.Net', 'Computer Engineering', 'Computer Science', 'Technical Lead']"
296,Senior Full Stack Developer,Giza Systems,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (React)', 'Knowledge of multiple back-end languages (NodeJs)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'front-end   (React)', 'Backend (NodeJS)', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",3 To 5 Years,"['front-end', 'Full Stack', 'NodeJS', 'React']"
297,Senior Front-end position,Edentech,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Experienced in modern front end framework (Angular5+, bonus points for latest versions of Angular)', 'Preferred development experience with Typescript.', 'Significant experience with CSS preprocessors (LESS/Sass)', 'Ability to write high-performance, reusable code for UI components.', 'In-depth experience with modern responsive web design.', 'Knowledge of native DOM and Event APIs', 'Knowledgeable with Git', 'Experienced in Reactive programming', 'Knowledge of Web Servers Apache Tomcat / WebSphere', 'Significant experience with Database: Oracle', 'Perform a test code with Junit', 'Experience with JPA and Hibernate', 'Knowledge of Jenkins, Sonar and Testing/QA assurance', 'Linux, ', 'NodeJS experience', 'Experience with Webpack', 'Experience with web site/app security', 'NgRx library ']",[],4 To 8 Years,"['Agular JS', 'JavaScript', 'Software Engineering', 'Web Development', 'UI', 'Software Development', 'jQuery', 'HTML5', 'CSS3', 'Bootstrap', 'Sass', 'Typescript', 'MySQL']"
298,Senior Front End Developer,Informatique Education,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree or equivalent in Computer Science"", ""5+ years' experience in frontend development"", 'Experience designing and building responsive frontend web applications using HTML, CSS and JavaScript and using technologies such REST, Angular, Typescript, JavaScript, etc.', 'Familiarity using Scrum/Agile development methodologies.']","['Designing, developing, and testing UI for mobile and web applications', 'Build reusable code and libraries for future use', 'Accurately translate user and business needs into functional frontend code']",More Than 5 Years,"['Computer Science', 'Development', 'Information Technology (IT)', 'Angular', 'Frontend', 'HTML', 'JavaScript', 'Software Development', 'CSS', 'Scrum', 'REST', 'Agile', 'Typescript']"
299,Backend Developer .Net,WSC,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer programming, computer science, or a related field.', 'More education or experience may be required.', 'Strong understanding of the web development cycle and programming techniques and tools.', 'Focus on efficiency, user experience, and process improvement.', 'Excellent project and time management skills.', 'Strong problem-solving and verbal and written communication skills.', 'Ability to work independently or with a group.', 'Willingness to sit at a desk for extended periods.', 'Proficient in programming using C#, MSSQL.', 'Proficient in web technologies including Asp.net MVC, Web API JSON, HTML, JavaScript, jQuery, AJAX.', 'Familiarity with Net Core', 'Familiarity with Angular', 'Strong understanding of object-oriented programming', 'Skill for writing reusable libraries', 'Familiar with various design and architectural patterns', 'Understanding of fundamental design principles for building a scalable application', 'Experience creating database schemas that represent and support business processes', 'Experience in implementing automated testing platforms and unit tests', 'Proficient understanding of code versioning tools such as Git, TFS', 'Knowledge in Azure services', 'Strong knowledge of angular framework and frontend library experience', 'Knowledge of Umbraco is a plus.']","['Participating in the entire software development life cycle, debugging applications, and configuring existing systems.', 'Analyze system requirements and prioritize tasks', 'Writing clean, testable code using .NET programming languages (C#, MVC, Web API, .Net Core, JS, Angular)', 'Test and debug various .NET applications', 'Review and refactor code', 'Document development and operational procedures', 'Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.', 'Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience.', 'Developing ideas for new programs, products, or features by monitoring industry developments and trends.', 'Recording data and reporting it to proper parties, such as clients or leadership.', 'Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members.', 'Taking lead on projects, as needed.']",4 To 8 Years,"['Programming', 'Software Development', 'Back-End Development', '.Net', 'ASP.NET Core', 'Angular', 'Redis', 'RabbitMQ']"
300,Odoo Developer,JRM for Communications,"Nasr City, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['1-3 years hands on experience with ODOO', 'Strong knowledge of Python and programming concepts.', 'Complete understanding of ODOO basic flow.', 'Knowledge of data models available in ODOO core.', 'Proven expertise in developing custom modules in ODOO .', 'ODOO Techno functional knowledge.', 'Experience in developing latest versions of ODOO and Excellent debugging skills in Odoo.', 'Experience in migrating from earlier ODOO version to new version.', 'Core knowledge about the current feature available in ODOO – Sales, Purchase, CRM, Accounts, Inventory, Projects, Time-sheet, HR etc.', 'Knowledge in handling ODOO front end(XML and JavaScript)', 'Good knowledge of PostgreSQL with ability to write SQL queries.', 'View customization – work on Widgets, Wizards, JavaScript, view XML etc.', 'Q-Web reports creation.', 'Data import using ODOO import as well as custom import using Python.']","['Design and build advanced applications', 'Collaborate with cross-functional teams to define, design, and ship new features', 'Work with outside data sources and APIs', 'Unit-test code for robustness, including edge cases, usability, and general reliability', 'Work on bug fixing and improving application performance', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency']",1 To 3 Years,"['Odoo', 'Python', 'Programming', 'Computer Science', 'CRM']"
301,Frontend Developer,appcorp,"Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor’s degree in a related area and 1-2 years of experience in the field or in a related area.', 'Experience in PHP LARAVEL and CodeIgniter.', 'Strong proficiency in MySQL database.', 'Proficient level of HTML, CSS, JavaScript and AJAX']","['Develop, test and implement new software programs', 'Clearly and regularly communicate with management and technical support colleagues', 'Design and update software database. This includes, but is not limited to: Software Applications, Web Sites, Data Communication Processes and User Interfaces', 'Test, maintain and recommend software improvements to ensure strong functionality and optimization', 'Independently install, customize and integrate commercial software packages', 'Facilitate root cause analysis of system issues', 'Work with experienced team members to conduct root cause analysis of issues, review new and existing code and/or perform unit testing', 'Identify ideas to improve system performance and impact availability', 'Resolve complex technical design issues', 'Development of technical specifications and plans', 'Analyze user requirements and convert requirements to design documents', 'Make good technical decisions that provide solutions to business challenges', 'Provide comprehensive support to internal customers; achieve resolution to outstanding problems or issues', 'Compile timely, comprehensive and accurate documentation and or reports as requested', 'Possess up-to-date knowledge of technological developments in the industry', 'Communicate effectively and professionally in all forms of communication with internal and external customers', 'Multi-task and change from one task to another without loss of efficiency or composure']",2 To 3 Years,"['HTML', 'Database', 'CSS', 'Computer Science', 'CodeIgniter', 'AJAX', 'Information Technology (IT)', 'MySQL', 'Laravel', 'JavaScript', 'Software Development', 'PHP']"
