,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
74,Financial Controller (KSA),Pillars,"Cairo, Egypt",Full Time,"Senior Management (CEO, GM, Director, Head)",[],[],More Than 12 Years,"['financial controller', 'Accounting', 'CMA', 'Finance', 'CPA']"
75,Laravel Developer,Confidential Company,"Glim, Alexandria",Full Time,Entry Level (Junior Level / Fresh Grad),"['Proven experience as a Full Stack Engineer, with a focus on Laravel development.', ""Strong proficiency in PHP and Laravel, with deep understanding of Laravel's architecture, features, and ecosystem."", 'Proficient in front-end technologies, including HTML, CSS, and JavaScript, and experience with modern JavaScript frameworks like Vue.js or React.', 'Solid understanding of relational databases (MySQL, PostgreSQL) and experience with ORM tools (such as Eloquent).', 'Experience with version control systems, preferably Git, and familiarity with collaborative development workflows (e.g., pull requests, code reviews).', 'Knowledge of RESTful APIs and experience in building and consuming them.', 'Familiarity with cloud platforms (e.g., AWS, Azure), containerization (e.g., Docker), and deployment tools (e.g., Jenkins, GitLab CI/CD) is a plus.', 'Strong problem-solving skills and ability to quickly adapt to changing priorities and project requirements.', 'Excellent communication and collaboration skills, with the ability to work effectively within a team environment.', 'A portfolio or examples of previous projects demonstrating your Laravel expertise would be highly advantageous.']","['Collaborate with cross-functional teams, including product managers, designers, and other developers, to understand project requirements and deliver high-quality software solutions.', 'Design and develop robust, scalable, and efficient web applications using Laravel framework.', 'Implement responsive and user-friendly front-end interfaces using HTML, CSS, and JavaScript frameworks (such as Vue.js or React).', 'Create and optimize database schemas, queries, and performance to ensure efficient data storage and retrieval.', 'Write well-structured, reusable, and maintainable code following industry best practices and coding standards.', 'Conduct thorough unit and integration testing to identify and fix software defects, ensuring the application meets quality standards.', 'Stay updated with emerging technologies and industry trends, and propose innovative solutions to enhance our software development processes.', 'Collaborate in code reviews to maintain code quality, provide constructive feedback, and help mentor junior team members.', 'Troubleshoot and debug issues, identify root causes, and implement effective solutions to ensure smooth application performance.', 'Participate in Agile development methodologies, such as Scrum, and contribute to sprint planning, backlog grooming, and daily stand-up meetings.']",0 To 5 Years,"['laravel', 'Full Stack', 'MySQL', 'PHP']"
76,Full-Stack Developer Focus on Security,Finding From Egy,"Smouha, Alexandria",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science or a related field."", '3+ years of experience as a full-stack developer with a strong focus on security.', 'Full experience in Linux server administration (e.g., Apache, Nginx, SSH, shell scripting), including security configuration and maintenance.', 'Proven experience in implementing and maintaining web security measures, including authentication, authorization, and encryption.', 'Strong understanding of web development technologies, including HTML, CSS, JavaScript, React, Node.js, Express.js, and security frameworks.', 'Experience with relational databases (e.g., MySQL, PostgreSQL) and securing them.', 'Excellent communication and collaboration skills.', 'Ability to work independently and as part of a team.', 'Passion for learning and staying up-to-date with new technologies, particularly in the field of security']","['Design, develop, and maintain web applications using modern technologies and best practices, emphasizing security considerations.', 'Build clean, maintainable, and scalable code, employing secure coding practices.', 'Deploy and manage applications on Linux servers, securing them according to industry best practices.', 'Implement and maintain Linux server security measures, including firewalls, intrusion detection systems, and vulnerability management.', 'Integrate security best practices into the development process, including threat modeling, secure coding practices, and vulnerability scanning.', 'Write secure and efficient code, proactively identifying and mitigating potential security vulnerabilities.', 'Collaborate with designers and product managers to understand user needs and translate them into functional and secure applications.', 'Participate in code reviews and knowledge sharing activities, promoting a culture of security within the team.', 'Stay up-to-date with the latest trends and technologies in web development and web security.']",3 To 6 Years,"['Linux', 'Mysql Database', 'PHP Web Development', 'Linux Operating System', 'Information Security', 'Bootstrap']"
77,Backend Developer,Joe13,"Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),[''],[],1 To 3 Years,"['backend', 'Backend developer', 'Computer Science', 'Software Development', 'Software Engineering', 'developer']"
78,Senior .NET Full Stack Developer (.NET Core & Angular),Lumin,"Sheikh Zayed, Giza",Full Time,Experienced (Non-Manager),"['Proven experience “4 years minimum” as a Full Stack Developer.', 'Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.', 'Knowledge of multiple back-end languages (e.g. C#, .NET core, Java, Python) and JavaScript frameworks (e.g. Angular) with professionalism in C# is a MUST.', 'Experience with Microservices is a MUST.', '2+ years of experience working in an Agile environment is a MUST.', 'Familiarity with database technology such as MS SQL, MySQL, Oracle and MongoDB.', 'Familiarity with web servers (e.g. IIS , Apache) and UI/UX design.', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind']","['We are looking for a Senior Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation']",More Than 4 Years,"['ASP.NET', 'ADO.NET', 'C#.Net', '.NET', '.NEt Full Stack Developer', 'Full Stack Developer', 'java', 'Python', 'HTML', 'react', 'Node.js', 'MS SQL', 'MongoDB', 'UI/UX design', 'Angular', 'Full Stack', 'Computer Science', 'Apache', 'UI', 'UX', 'MySQL', 'Oracle', 'CSS', 'JavaScript', 'Java', 'C#', 'React', 'Software Development', 'Software Engineering', 'Software', 'Information Technology (IT)', 'SQL']"
79,Android Developer,Awamer Alshabaka _اوامر الشبكه,"Mansoura, Dakahlia",Full Time,Entry Level (Junior Level / Fresh Grad),[],[],1 To 3 Years,"['Android', 'APIs', 'Computer Science', 'Design', 'Git', 'Information Technology (IT)', 'Mobile Development', 'OOP', 'RESTful', 'RESTful APIs', 'Software Development', 'UI']"
80,Full Stack Developer,StoreUs,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a full stack developer or similar role', 'Experience developing for desktop and mobile applications environments', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. PHP (including PHP-PEAR), Javascript, Python, Java)', 'Experience with Symfony, Laravel frameworks (important skills)', 'Familiarity with databases (e.g. MySQL, Postgresql MongoDB), web servers (e.g. Nginx, Apache) and some UI/UX design', 'Excellent communication and teamwork skills. Proficiency in both Arabic and English language required.', 'Great attention to detail', 'Organizational skills', 'An analytical mind']","['Hands-on experience in development and maintenance robust mobile applications for large commercial organizations, across all supported devices', 'Sound enterprise application architecture experience', 'Experience with CI/CD and exposure to testing automation', 'Experience with Integration to backend services', 'Familiar with JSON and REST based APIs', 'Provide expertise on latest tools and technologies that will be best fit for the platform and be involved in refactoring / upgrade process', 'Provide technical expertise on how to enhance the platform for best user experience', 'Contributor on choice of tooling, architectural and design models, advocate for engineering best practices', 'Curiosity and passion', 'Attention to detail', 'Creative and able to participate in working with our IT and marketing team to develop solutions.', 'An expert with modern development practices']",3 To 5 Years,"['Full Stack', 'Information Technology (IT)', 'HTML', 'JavaScript', 'MySQL', 'PHP', 'Software Development', 'jQuery', 'CSS', 'Python']"
81,Application Support Engineer,NewTech Company,"Garden City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in computer science or equivalent sector."", 'Five years of experience in ERP support and project (preferred ERPnext)', 'Have knowledge of the Information Technology Infrastructure Library (ITIL)', 'Preferred experience with Python.\n ']","['Providing ERP application support under the supervision of the IT Manager.', 'Performing analyses on ERP application functionality and suggesting improvements.', 'Ensuring effective front end and back-end functionality of applications.', 'Consulting with the software development team, internal users, and clients to improve application performance.', 'Managing code migration across environments to ensure continued and synchronized functionality.', 'Establishing the root causes of application errors, and escalating serious concerns to the ERP vendor.', 'Keeping record of configuration changes and scheduling application updates.', 'Documenting processes and monitoring application performance metrics.', 'Providing front end support to clients and colleagues in other departments.', 'Provides first level of support for business applications during extended business hours and weekends', 'Resolve technical problems; identify and diagnose problem escalation and solution tracking.']",5 To 10 Years,"['Information Technology (IT)', 'Engineering', 'ERP', 'Infrastructure']"
82,Network Administrator,The Translation Gate,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s Degree in Computer Science, Information Technology, or Information Systems', '3-5 years of experience in the same position', 'Experience in managing Windows servers in an enterprise environment, MCSE/MCITP is a plus', 'Microsoft Networking: Active Directory, Group Policies, DNS', 'Experience with Virtualization (VMware VSphere)', 'Experience in Linux system management (scripting, monitoring, conf file editing, etc…)', 'Experience in Postfix e-mail system management', 'Familiarity with enterprise-level network devices (firewalls, load balancers, DMZ, etc.)', 'LAN/WAN IP network infrastructure, sub-netting/segmenting', 'Experience with implementing monitoring tools', 'Strong organizational, interpersonal, communication and problem-solving skill', 'Ability to demonstrate superior customer service']","[""Fully supporting, configuring, maintaining and upgrading corporate customer's networks and in house servers"", 'Installing and integrating new server hardware and applications', 'Provides desktop and network support to the departments.', 'Ensure network security and connectivity', 'Monitor network performance (availability, utilization, throughput, goodput, and latency) and test for weaknesses', 'Set up user accounts, permissions and passwords', 'Resolve problems reported by end user', 'Define network policies and procedures', 'Specify system requirements and design solutions', 'Research and make recommendations on server system administration', 'Determines users and departments needs and prioritizes tasks appropriately.', 'Oversees server administration, desktop support, user support, and training for the department.', 'Actively participates in resource planning for departmental computing.', 'Is aware of system and software updates and coordinates installations as needed.', 'Identifies new technology and develops systems to support departmental research and project planning.', 'Technology reflects the expressed needs of the company and staff.', 'Handles daily administration of department server and server-based services. Develops scripts to automate tasks, web systems with a database back end. Tests all functions with end users to ensure stability and usability.', 'Conducts thorough research on the implementation of new systems.']",1 To 3 Years,"['Information Technology (IT)', 'Computer Science', 'Information Systems', 'MCSE/MCITP', 'VMWare', 'VSphere', 'Linux', 'Network Administration', 'Installation', 'Testing']"
83,Senior Android Developer,Youxel,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['BS/MS degree in Computer Science, Engineering or a related experience in the subject.', 'Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes', 'Familiarity with RESTful APIs to connect Android applications to back-end services', 'Strong knowledge of Android UI design principles, patterns, and best practices', 'Experience with offline storage, threading, and performance tuning', 'Ability to design applications around natural user interfaces, such as “touch”', 'Familiarity with the use of additional sensors, such as gyroscopes and accelerometers', 'Knowledge of the open-source Android ecosystem and the libraries available for common tasks', 'Ability to understand business requirements and translate them into technical requirements', 'Familiarity with cloud message APIs and push notifications', 'Understanding of Google’s Android design principles and interface guidelines', 'Proficient understanding of code versioning tools, such as Git', 'Familiarity with continuous integration']","['Responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices.', 'Your primary focus will be the development of Android applications and their integration with back-end services.', 'You will be working along-side other engineers and developers working on different layers of the infrastructure.', 'Therefore, commitment to collaborative problem solving, sophisticated design, and creating quality products is essential', 'Translate designs and wireframes into high quality code', 'Design, build, and maintain high performance, reusable, and reliable Java code', 'Ensure the best possible performance, quality, and responsiveness of the application', 'Identify and correct bottlenecks and fix bugs', 'Help maintain code quality, organization, and automatization']",4 To 7 Years,"['Android', 'RESTful', 'Software Engineering', 'Android SDK', 'Mobile Development', 'Computer Science', 'Computer Engineering', 'RESTful APIs', 'Android UI Design', 'Offline Storage', 'Threading', 'Performance Tuning', 'Gyroscopes', 'Accelerometers', 'Code Versioning', 'Git']"
84,Senior Flutter Developer,NERD,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Experience with Flutter widgets, animations, and state management solutions.', 'Familiarity with RESTful APIs to connect Flutter applications to back-end services.', 'Proficient understanding of code versioning tools, such as Git.', 'Experience with offline storage, threading, and performance tuning.', 'Ability to design applications around natural user interfaces.', 'Excellent problem-solving skills and ability to work under tight deadlines.']","['Design and build advanced applications for the Flutter platform.', 'Collaborate with cross-functional teams to define, design, and ship new features.', 'Work with outside data sources and APIs.', 'Unit-test code for robustness, including edge cases, usability, and general reliability.', 'Work on bug fixing and improving application performance.', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency.']",4 To 6 Years,"['flutter', 'Mobile Development', 'Dart Programming', 'API', 'Application Development', 'Software Engineering']"
85,Senior System Administrator,Cilantro,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 8 Years,"['Computer Science', 'Engineering', 'System Administration', 'Information Technology (IT)']"
86,WordPress developer,Al,khubara,Full Time,Manager,"['Experience in solving problems', 'The ability to manage a team', 'The ability to learn and develop continuously', 'Work full time, 8 hours a day', 'The weekly vacation is two days.', 'Providing social and medical insurance', 'Develop and coordinate templates', 'Correcting software problems and errors', 'Create documentation files for each project he undertakes']",[],1 To 5 Years,"['Computer Science', 'Information Technology (IT)', 'WordPress', 'PHP', 'Software']"
87,"Full Stack Developer (.Net , Nodejs)",Pro Dev Tech,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Information Technology, or a related field."", 'A minimum of 2 years of experience as a Backend Developer, with significant expertise in JavaScript and Node.js.', 'Experience with Frontend React.js.', 'Experience with TypeScript.', 'Strong experience with back-end frameworks like Express.js, or Nest.js.', 'Experience with RESTful API development and integration.', 'Knowledge of database technologies such as MongoDB, PostgreSQL, MySQL and Oracle.', 'Familiarity with cloud platforms like AWS, Google Cloud, or Azure.', 'Understanding of containerization and orchestration tools like Docker and Kubernetes.', 'Proficient understanding of version control tools, preferably Git.', 'Strong problem-solving skills and the ability to think algorithmically.', 'Excellent communication and teamwork skills.']","['Design, develop, and deploy scalable and optimized full-stack applications.', 'Collaborate with cross-functional teams, including designers, product managers, and other developers, to define feature specifications and build the next generation of Evara products.', 'Maintain high standards of software quality within the team by establishing good practices and habits.', 'Write well-documented, clean, and maintainable code in server-side components.', 'Implement robust security protocols, data protection measures, and authentication processes.', 'Lead code review sessions and mentor junior developers in the team.', 'Optimize applications for maximum speed, scalability, and responsiveness.', 'Design, develop, and maintain high-quality backend applications using Node.js.', 'Design and develop REST APIs.']",2 To 4 Years,"['Full Stack Developer', 'JavaScript', 'NET', 'NodeJS', 'Software Development', 'Stack', 'developer', 'Computer Science', 'Information Technology (IT)', 'Full Stack Development', 'Node.js', 'React', 'MongoDB', 'MySQL']"
88,Node JS/Nest.sj- Backend Developer - internship - remotely,Alexandria For Programming,"Alexandria, Egypt",Internship,Entry Level (Junior Level / Fresh Grad),"['Good knowledge of Javascript', 'Good knowledge of web development', 'Good knowledge of Node.js development', 'Good knowledge of  database']","['Work with development teams and product managers to ideate software solutions', 'back-end development with node.js', 'Write effective APIs']",0 To 1 Year,"['Computer Science', 'Information Technology (IT)', 'Development', 'Software Development', 'JavaScript', 'Web Development', 'Web', 'Node.js', 'javaScript Frameworks', 'CSS Javascript', 'nestjs']"
89,Wordpress Developer,AFFSQUARE,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"[""2+ years' of experience in web development and software design (CODING, not only drag/drop)."", 'Strong knowledge of PHP, WordPress, and front-end development.', 'Experience with developing custom WordPress themes and plugins.', 'Strong understanding of front-end technologies, including HTML5, CSS3, JavaScript, and jQuery.', 'Familiarity with versioning tools such as Git, SVN, and CVS.', 'Experience with Agile development methodologies.', 'Strong problem-solving and analytical skills.', 'Ability to lead and mentor junior developers.', 'Availability to work full-time onsite.']","[""Design and manage the website's Front End and Back End, including database and server integration."", ""Establish and guide the website's architecture."", 'Perform hands-on development, testing, debugging, and ongoing maintenance of new and existing code.', 'Ensure high performance and availability, and manage all technical aspects of the CMS.', 'Help formulate an effective, responsive design and turn it into a working theme and plugin.', 'Solve technical challenges for new features.', 'Lead and Work closely with our team to develop and maintain our WordPress theme framework.', 'Write clean, maintainable, and efficient code.', 'Troubleshoot, debug, and optimize code as needed', 'Participate in code reviews and provide feedback to other developers.', 'Collaborate with designers to ensure front-end development meets design requirements.', 'Continuously learn and stay up-to-date with the latest technologies and industry trends.']",2 To 5 Years,"['PHP', 'JavaScript', 'Software Development', 'Software Engineering', 'Web Development', 'Information Technology (IT)', 'WordPress Development', 'WordPress', 'WordPress CMS', 'Computer Science', 'CSS3', 'Git', 'HTML5', 'Software', 'jQuery']"
90,Full Stack web developer (Laravel + Vue.js)- Remotely,Alexandria For Programming,"Riyadh, Saudi Arabia",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Engineering, Computer Science, or any related subject."", 'Preferred to have more than 3 years of experience in PHP & vue.js', 'Must-Have Experience with MVC frameworks preferably “Laravel”.', 'Must have experience using commercial and social APIs and SDKs.', 'Strong working experience with Object-Oriented Programming and template systems.', 'Good understanding of security issues and accessibility issues.', 'Must be at least very good in the English language “Read & Write”.']","['Lead development team developers (web & flutter mobile) to achieve project goals.', 'Prepare low-level designs for team members, in collaboration with Solution/Software Architect.', 'Guides project teams on technology strategy related to coding practices, continuous integration, and automated deployment.', 'Problem-solving and planning for a software solution.', 'Be hands-on and engage in coding to help the team to develop its solution and solve all surfacing problems at hand Identifies and removes technical impediments.', 'Works with the Product Owner to align the roadmap with strengths and opportunities within the technical stack.', 'Troubleshoot, test, and maintain the core product software and databases to ensure strong optimization and functionality', 'Write clean and well-designed code.', 'Produce detailed specifications.', 'Accept newly added features from different vendors', 'Troubleshoot, test, and maintain the core product software and databases to ensure strong optimization and functionality.', 'Contribute to all phases of the development lifecycle.', 'Focus on work ethics, continuous learning, and desire to deliver the best inspires your team members.', 'Follow industry best practices.', 'Develop and deploy new features to facilitate related procedures and tools if necessary']",3 To 14 Years,"['Computer Engineering', 'APIs', 'Computer Science', 'English', 'Frameworks', 'Information Technology (IT)', 'Laravel', 'PHP', 'Programming', 'MVC', 'SDKs', 'Engineering', 'Communication', 'Software Development']"
91,Full Stack .Net Developer,Orient Egypt,"Dokki, Giza",Full Time,Experienced (Non-Manager),[],[],4 To 5 Years,"['.Net', 'ASP.Net', 'Computer Science', 'CSS3', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'MVC', 'Programming', 'React', 'Software Development', 'SQL']"
92,Senior Backend Developer PHP / Laravel,Sulfah,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor Degree in computer sciences/ computer engineering or equivalent.', '2 to 4 years of experience in software configuration management.', 'Strong knowledge in SDLC Management. Experience with version control tools (DevOps, GIT, ...) from Management and administration point of view.', 'Good knowledge in DevOps, CI/CD methodologies and tools (Jenkins, DevOps pipelines, Docker, Containers).', 'Knowledge with the various application Servers, ex. Apache, NGINX.', 'Knowledge in SharePoint administration. Knowledge in Scripting languages, ex. PowerShell, Bash.', 'Strong knowledge in release management process and regulations.', 'Strong skills in troubleshooting deployments and configuration issues.', 'Familiar with various operating systems (Windows, Linux and MacOS).']","['Write PHP Backend Code using Laraval framework with best practices', 'Design client-side and server-side architecture', 'Develop and manage well-functioning databases and applications', 'Write effective APIs using best practices', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Refactor Legacy code and apply modern software Architectures', 'Write technical documentation']",2 To 4 Years,"['Computer Engineering', 'Computer Science', 'Information Technology (IT)', 'PHP']"
93,Full Stack Developer (.NET),Tamweely,"Shubra, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science or a related. ', 'Strong .NET technologies including (C#, ASP.NET MVC, OOP, ASP.NET Core, Entity Framework, LINQ, Restful WebApi, Angular 10+, SQL Server, HTML5, JavaScript, CSS, AJAX , jQuery , Bootstrap , Typescript , JSON ). ', 'web development, design patterns and architectural patterns and practice. Such as memory management and low-level algorithm performance. ', 'Good experience working with n-tier architectures and onion architecture, along with some experience with service-oriented architectures (SOA). ', 'Familiarity with Crystal Reports, RDLC Report & SQL Server. ', 'Experience knowledge in working with TFS and Git.', 'Experience in Agile Development', 'Good communications skills ']","['Participating with other team members to design user-friendly interfaces; develop high-quality, object-oriented business objects; and conduct research of technologies and techniques.', 'Collaborating with other team members and assisting with code reviews.', 'Complete projects/tasks on a timely basis, according to commitments made to stakeholders and management.', 'Develop system test plans, ensuring achievement of software quality assurance (SQA) standards, and that validate achievement of business goals.', 'Develop the back end & front-end structure and design the required APIs.', 'Writing clean code', 'Write clear technical documentation.']",3 To 5 Years,"['Software Development', 'Computer Science', 'Information Technology (IT)', 'javaScript', 'CSS', 'Angular', 'SQL', 'jQuery', '.NET', 'Git', 'MVC', 'HTML5', 'TFS', 'Crystal Reports', 'RDLC Report', 'JSON', 'Angular 4', 'AJAX', 'Bootstrap', 'LINQ', 'C#', 'Web Development']"
94,Application Developer,Mvisionit,"Dubai, United Arab Emirates",Full Time,Not Specified,[],[],Not Specified,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Computer Engineering', 'Engineering', 'SQL', 'Web Development', 'javaScript', 'HTML', 'Android', 'C#', 'iOS', 'CSS', 'Java', 'Web Applications', 'JSON', 'Mobile Applications', '.NET', 'Mobile Development']"
95,Project Engineer - ELV,Almajal G4S,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"['Responsible for detailed engineering documents like detailed technical solutions, engineering drawings as per the local regulations applicable but within the awarded contract.', 'Execute the project within the agreed time frame with the client, provide technical support to the team and maintain documentation as required to execute the project. ', 'Responsible for onsite supervision and implementation of the construction of an electronic security system.', 'Interact with customers and consultants', 'Interact with suppliers /OEM for technical input', 'Carry out risk assessment and prepare method of statements', 'Prepare documentation required for approvals from government agencies like ADMCC / SIRA, etc.', 'Support the execution team in commissioning of the systems and test and acceptance procedures', 'Product demos – preparation, delivery and follow-up on technical product demos.', 'Provide technical back-up to sales – attend trade shows, follow-up after sales calls/visits, etc.', 'Bachelor of Engineering degree/diploma holder in Electrical, Electronics, IT or equivalent', 'Minimum of 5 years relevant experience in handling execution of large security systems projects', 'Project execution with understanding of project reports and operational controls. ', 'Possess comprehensive knowledge of low current systems including Access Control, CCTV, Fire Alarm, Intercom, Gate barriers, Intruder Alarm, Network configuration etc.', 'Proficient in MS Office application – (Word, Excel, PowerPoint)', 'Strong English communication, vernal and written', 'Working knowledge of AutoCAD and MS Projects', 'With valid UAE driving license. ']",Not Specified,"['Project Management', 'Engineering', 'Civil Engineering', 'Construction', 'Information Technology (IT)', 'Computer Science', 'Architecture', 'Microsoft Office', 'PMP', 'Management', 'AutoCAD', 'Mechanical Engineering', 'Electrical Engineering', 'Computer Engineering', 'Software Development', 'Software Engineering', 'English', 'Primavera', 'Planning', 'Design']"
96,Senior UI UX Designer,WSC,"Giza, Egypt",Full Time,Experienced (Non-Manager),[],"['We are looking for a UI/UX Developer who is well experienced with UI / UX design, and front-end development to join our team.', 'Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high-quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']",5 To 9 Years,"['Design', 'UI/UX', 'Computer Science', 'UX', 'UI']"
97,Technical Purchasing Engineer,Eagle Chemicals,"6th of October, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['BS degree in Mechanical Engineering, preferably Power.', 'Proven experience dealing with spare parts in industrial field.', 'Fluent speaking and writing English.', 'Excellent interpersonal skills.', 'Ability to network and negotiate.', 'Exceptional judgment and decision-making skills.', 'Strong maths and time management skills.', 'Very good Microsoft Office skills.', 'Preferably 6th of October resident.']",[],2 To 4 Years,"['Engineering', 'English', 'Mechanical', 'Mechanical Engineering', 'Purchasing', 'Procurement']"
98,Full Stack Developer,Viavi Solutions,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['B.S. in Computer Science or Engineering or equivalent experience.', '3+ Years of professional experience creating front/back end applications.', 'Evolve in a technical environment integrating JavaScript, Typescript, NodeJs (MUST)', 'Familiar with at least one NodeJS framework (HapiJS, ExpressJS, NestJS)', 'UI framework Reactjs and  (Angular or Vuejs)', 'Database knowledge SQL, Non-SQL (Mongodb).', 'Strong technical background in OOP concepts and application development designs.', 'Familiar with software development according to Scrum process framework.', 'Experience working with testing teams and defect tracking tools. (like Jira, etc.).', 'Applied experience both source control tools (i.e., Git), Dockers and CI/CD tools like Jenkins.', 'Comfortable with the technical development under Linux.', 'Very good verbal and written communication skills in English.']","['Understand business needs, processes, and engineering requirements/restrictions. ', 'Develop and implement user Interfaces for the organization software applications using Web technologies in order to implement cross browsers/platform. ', 'Help in creating high-quality user manuals whenever needed that communicate clearly and translate business processes into user-friendly flows. ']",More Than 3 Years,"['Angular', 'OOP', 'Front end', 'Git', 'Information Technology (IT)', 'Linux', 'JavaScript', 'REST', 'Computer Science', 'Engineering', 'Software', 'MongoDB']"
99,Devops Engineer,DAF Holding,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Experience with Kubernetes: Essential for managing and scaling our containerized applications efficiently.', 'Proficiency in AWS/Digital Ocean: To manage our cloud infrastructure, ensuring optimized performance and cost-effectiveness.', 'Familiarity with GitHub Actions/Jenkins: Crucial for automating our CI/CD pipelines, and enhancing deployment efficiency.', 'Strong Background in Linux/Unix Administration: Key for managing our servers and ensuring system stability.', 'Scripting Skills (e.g., Python, Bash): To automate routine tasks and improve system management processes.', 'Understanding of Network Architecture and Security Principles: To maintain and enhance the security and integrity of our infrastructure.', 'Experience with Infrastructure as Code (IaC) Tools: Such as Terraform or Ansible, for efficient management of our infrastructure.', 'Problem-solving attitude', 'Team spirit', 'BSc in Computer Science, Engineering or relevant field']","['Implement integrations requested by customers', 'Deploy updates and fixes', 'Provide Level 2 technical support', 'Build tools to reduce occurrences of errors and improve customer experience', 'Develop software to integrate with internal back-end systems', 'Perform root cause analysis for production errors', 'Investigate and resolve technical issues', 'Develop scripts to automate visualization', 'Design procedures for system troubleshooting and maintenance']",2 To 4 Years,"['AWS', 'CI/CD', 'DevOps', 'Information Technology (IT)', 'Engineering', 'Python', 'Linux', 'Software Development', 'Kubernetes', 'Jenkins', 'Computer Science', 'Cloud']"
100,Golang Developer,CYBERAWARESECURITY,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Degree in a Computer Science field or related field preferred, as well as prior\nexperience (minimum two years) as a Golang Developer. Fluent in Arabic\nand English.', 'You possess strong knowledge of common Goroutine and channel\npatterns.', 'You have expertise in the full suite of Go frameworks and tools.', 'You understand dependency management tools such as Godep, Sltr,\netc.', 'You have strong knowledge of Go templating language and code\ngeneration tools, such as Stringer.', 'You are experienced in using code versioning tools such as Git or\nequivalent.', 'You have experience with RESTful APIs.', 'You have experience with database systems (SQL/ No-SQL).', 'You are familiar with various testing tools.', 'You are a team player and problem solver with good communication\nskills.']","['Building optimized, scalable, and efficient applications using Go', 'Troubleshooting and debugging to optimize performance.', 'Developing and coding back-end components and connecting\napplications to other web services.', 'Exploring new technology solutions to enhance functionality\ncontinually.', 'Providing code documentation and other inputs to technical\ndocuments.', 'Participating in code reviews.']",2 To 5 Years,"['APIs', 'Software Development', 'Go', 'Golang', 'Information Technology (IT)', 'RESTful', 'Software Engineering', 'Testing', 'Computer Science', 'SQL', 'Git']"
