,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
130,Sr. Java Developer,Qeema,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 7 Years,"['Computer Science', 'Java', 'Microservices', 'Spring Boot']"
131,Business and System Analyst,Dolf,"Khobar, Saudi Arabia",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in information technology, or a related field.', 'Proven experience as a Business Analyst and System Analyst in the IT industry.', 'Strong analytical and problem-solving skills.', 'Excellent documentation and communication skills.', 'Strong Knowledge of software development life cycle (SDLC) and Agile methodologies.', 'Ability to work collaboratively in a team environment.', 'Familiarity with project management tools (e.g., Jira, Trello).', 'Experience with data visualization tools (e.g., Tableau, MS PBI).', 'Certification in Business Analysis (e.g., CBAP) is a plus.', 'Health insurance', 'Professional development opportunities', 'Collaborative and dynamic work environment']","['Collaborate with stakeholders to understand business objectives, processes, and user needs.', 'Conduct thorough requirements gathering sessions and document functional and non-functional requirements.', 'Translate business requirements into detailed system specifications and design documents.', 'Work closely with the development team to ensure the system design aligns with business goals and user expectations.', 'Analyze existing business processes and systems to identify areas for improvement.', 'Propose and implement solutions to enhance efficiency, usability, and overall business performance.', 'Analyze and interpret complex data sets to provide valuable insights for decision-making.', 'Collaborate with data engineers to design and implement data models and structures.', 'Develop test cases and collaborate with end-users to conduct UAT.', 'Ensure that delivered solutions meet business requirements and quality standards.', 'Facilitate communication between business stakeholders and the development team.', 'Collaborate with cross-functional teams to ensure a common understanding of project goals and timelines.', 'Assist in project planning, including defining scope, objectives, and deliverables.', 'Monitor project progress, identify risks, and propose mitigation strategies.']",3 To 5 Years,"['Business Analysis', 'Project Management', 'Information Technology (IT)']"
132,Senior Flutter Developer-Part Time,RDI,"Dokki, Giza",Part Time,Experienced (Non-Manager),"['Native Android and IOS: To build custom Flutter Packages.', 'Flutter: To build cross platform mobile apps for Android, IOS and Web. This should include from making responsive UIs to efficiently query data and also manage states in an optimized manner.', 'Firebase: Should have experience with Cloud Firestore, Push Notifications, Cloud Functions and Analytics.', 'Git: To manage and collaborate in different projects with the rest of the team.', '3+ years of experience working with mobile development', '1-2 years experience in Flutter Development', 'Must show your previous work.', 'Experience in Flutter Development .', 'Published  at least 3 apps with flutter ', 'Published at least 1 app with android and ios is a bonus.', 'Have experience with Flutter for both iOS and Android.', 'Familiarity with RESTful APIs', 'Excellent in Design pattern and architecture pattern . ', 'Knowledge of modern authorization mechanisms.']","['Create well designed, testable, efficient code', 'Participate in all phases of the development life-cycle', 'Assist in the preparation and production of releases of software components', 'Ensure designs are in compliance with specifications', 'Independently craft project solutions by applying solid Object-Oriented-Design principles.', 'Ensure the performance, quality, and responsiveness of applications.', 'Develop customer specific solutions and extend our own track & trace software Products', 'Follow established development best practices, unit test conventions and teams coding style', 'Follow the best practices while developing the app and also keeping everything structured and well documented.', 'Use CI/CD for smooth deployment.', 'Document the project and code efficiently.', 'Manage the code and project on Git in order to keep in sync with other team members and managers.', 'Communicate with the Project Manager regarding status of projects and suggest appropriate deadlines for new functionalities.', 'Ensure security guidelines are always followed while developing the app.', 'Validate the cloud system to ensure any new changes do not compromise security of the backend server.', 'Connect regularly with the Quality Assurance Specialist to deliver a stable app.', 'Resolve all the bugs reported by the Quality Assurance Specialist in a timely manner.', 'Perform time profiling and memory leaks assessment.', 'Execute app verification protocol.', 'Write tests for the App.', 'Following company policies and quality procedures to ensure quality product deliverables.']",More Than 3 Years,"['Flutter', 'Android', 'iOS', 'Flutter Development', 'RESTful', 'mobile development', 'Git', 'Native']"
133,Full Stack Developer Team Lead,3S Software,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Engineering, Software, or a related discipline or the equivalent."", 'Excellent knowledge of software development life cycle.', 'Hands-on 5:8 years of recent experience in developing complex projects, preferably in the traffic management domain, in C# and .Net technology, Angular or React.', 'Teamwork and problem-solving skills, with the ability to interact and communicate successfully with business partners and development teams.', 'Inspires the trust and respect of the team members and stimulates production within the workplace through effective leadership skills.', 'Ability to apply business logic to development requirements in a creative manner.', 'Creative thinker with a natural interest in finding solutions to new problems.', 'Experience in ASP.net, ASP.net core, MVC, Entity Framework, REST APIs.', 'Proficiency in a Linux environment and in consuming and designing RESTful APIs', 'Hands-on web development HTML, CSS, JS, Bootstrap, JavaScript, JQuery, AJAX and developing the cross-browser compatible code', 'Hands-on in Angular, React, ES6 ECMAScript and typescript', 'Hands-on experience with distributed architecture, building RESTful services, XML/JSON, and modern application servers with High availability and scalability.', 'Solid experience in relational and NoSQL database management systems such Microsoft SQL server. Oracle and Azure SQL Database as well as in Data warehouse, data lake and Analytics tools', 'Advanced knowledge of web forms and C# (Generics, Reflection, Collections, Delegates and Events, Extension-methods, Threading, GC).  OOP (Polymorphism, and N-tier architecture)', 'A good knowledge in RDLC reporting, Microsoft reporting service and crystal reports.', 'Knowledge of API design, including versioning, isolation and micro-services', 'Experience with designing and implementing ETL processes and the use of ETL tools', 'Hands-on data transformation and mapping, message and event queuing, sequencing, message queues, message brokers, service bus and event-driven architecture (Preferably: Rabbit MQ – BizTalk, SOA or TIBCO ActiveMatrix )', 'General knowledge in distributed Architectures (REST, SOAP, Queue-based), and Microservices.', 'Practical experience in containerize platform and container orchestration system such docker and kubernetes', 'Practical experience in BI technologies such as OBIEE, Power BI, Tableau, Qlik sense.', 'Practical experience in SQL performance tuning.', 'Advanced knowledge using test-driven development and continuous delivery is a plus.', 'Practical knowledge with Microsoft analysis and integration services', 'Practical experience with web application security and cache technologies', 'Test and deploy applications and systems.', 'Strong knowledge source control and  issues tracking systems such as TFS, DevOps, Git and JIRA', 'General knowledge of web hosting using IIS, Nginx, apache2, etc...', 'Familiar with SaaS and PaaS integration architecture and applications.', 'Deliver the assigned tasks within due time frame and minimum percentage of defects/bugs, ensuring the needed quality of delivery is attained.', 'Review and debug code Enhance and Maintain the Existing Projects products.', 'Familiarity with agile development methodologies.', 'Nice to have experience about DevExpress, Telerik and third-party tools.', 'Nice to have experience DevExpress reporting service and crystal reports.', 'Nice to have experience with “Azure Cloud” service stack.']","[""@3S Software we focus on realizing our customers' business values in the most efficient and professional way possible, through our diverse expertise and exceptional track-record since 2006. We specialize in custom solutions development, in addition to integrated digital transformation solutions with over 11 applications, alongside credible devices from 3S Security. We’re on a mission to hire candidates who embrace diversity, equity, and inclusion in a workplace in which everyone feels valued and respected in order to create exceptional employee experiences. We are growing exponentially, do you have what it takes to grow with us?"", '@3S Software we seek to deliver stable, secure, and innovative services at speeds that satisfy our customers and unleash the skills potential of our employees. Secured Smart Systems is composed of highly qualified and devoted professionals who strive in every way to provide the highest in top-quality products and services.', 'We are looking for Senior Software Development Leads to join our development team and participate in different projects related to Traffic domain and its management system. We are looking for proactive people, team players passionate about web programming and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!', 'Communicate, track and monitor development activities to make sure that Product is delivered on time with high quality.', 'Conduct Requirements review, code review for developers and create high- & low-level design for the application architecture.', 'Participate in and lead the development and testing phases.', 'Ensure the DevOps life cycle and mindset within team', 'Fully resolve technical issues including performance and functionality issues. And resolve production problems and software release issues', 'Participate in coding and refactoring with the team members', 'Develop high-quality software solutions, code, unit test, and debug application programs of varying degree of complexity.', 'Code user interfaces with the latest frontend technologies', 'Work in large team with senior technologies leads, product owners, business and systems analysts to develop and implement acceptance tests to ensure that product meets customer requirements and expectations.', 'Work closely with the Product manager to report issues and Product status of modules.', 'Deploy the application on the customer side, and conduct training on the application to the customer and prepare recorded or documented tutorials for it.', ""Ensure alignment with the organization's vision and values."", 'Document development and operational procedures', 'Extensive possibilities for growth and professional development.', 'Flexible hours and schedules.', 'Training plans.', 'Social insurance.', 'Medical insurance.', 'Salary raise will be every year based on performance evaluation.']",5 To 8 Years,"['Angular', 'Agile', '.Net', 'ASP.Net', 'Computer Science', 'Engineering', 'HTML', 'Information Technology (IT)', 'Software', 'Software Development', 'JavaScript', 'CSS', 'English', 'Communication', 'SQL', 'jQuery']"
134,Senior IT Specialist,United Group For Engineering And Investment,"Nasr City, Cairo",Full Time,Manager,"['Microsoft 365 Services is a must.', '4 - 6 years of experience in IT industry.', 'Working knowledge of relevant operating systems and software’s.', 'Excellent problem-solving and critical thinking skills.', 'Keen attention to detail.', 'Good organization, time management and prioritization.', 'Efficient troubleshooting abilities.', 'Effective communication skills, including speaking, writing and active listening.', 'Great customer service and interpersonal skills.', 'V. Good command of Active Directory and Windows Client OS.', 'V. Good understanding of Networking and VPN. CCNA is a plus.', 'Good command of MacOS is preferable.', 'PowerShell scripting skills is a plus.', 'Firewall FortiGate Manag and configuration.', 'DDNS VPN configuration.', 'Experience with ITIL processes and/or ITIL Foundation V3 certification.', 'Supporting infrastructure migration methodologies and techniques to support system application and Data movements to multi-cloud Azure or Google Workspace.']","['Creating new technologies or improving existing technology to increase efficiency or improve user experience.', 'Providing technical support, troubleshooting problems, and resolving issues for all computer systems, applications, and networks, including hardware, operating systems, and software', 'Performing capacity planning for computer systems to ensure adequate processing power for current users and future growth.', 'Conducting security audits to ensure that computer systems are secure from unauthorized access or attack.', 'Installing, configuring, testing, and troubleshooting new applications, systems, or other technology components.', 'Designing, developing, and implementing new computer systems or improving existing systems based on business needs.', 'Developing new methods or techniques for using technology in new areas or applications', 'Analyzing data to determine problems with equipment or processes.', 'Recommending upgrades and changes to existing computer systems to improve efficiency or productivity.']",4 To 6 Years,"['CCNA', 'Communication', 'Communication skills', 'Computer Science', 'Customer Service', 'Information Technology (IT)', 'Networking', 'Software', 'Software Development', 'Software Engineering', 'IT', 'Troubleshooting']"
135,Senior Odoo Developer,Boutiqaat,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Must have sound knowledge of Odoo MVC architecture.', '5-10 years of hands-on experience in developing and configuring Odoo applications/modules in Sales, Purchase, Delivery, Accounting, e-commerce, web Reporting, etc.', 'Minimum 4 years of ERP experience', ""Must be aware of Odoo's latest version and ORM API."", 'Must be aware of Odoo Enterprise solutions.', 'Must know popular open-source IDE such as Eclipse or PyCharm.', 'Must be aware of the Odoo App Store and popular third-party module authors such as OCA.', 'Must have code optimization skills and proactively look for ways to improve the architecture, code, and operations.', 'Must have experience with Scrum/Agile development methodologies.', 'Proficiency in Python, Javascript, XML.', 'Readiness to learn a new language and frameworks.', 'Must be a self-starter & and be able to work with minimum supervision.', 'Hands-on experience in Linux/Unix development environments is a must.', 'Excellent knowledge of version control systems like GIT, Bitbucket, etc including branching and merging.', 'Excellent analytical and problem-solving skills.', 'Sound judgment and independent decision-making regarding the viability of ERP solutions and abstract concepts.', 'Experience in writing SQL queries for PostgreSQL']","['Carrying out Odoo development activities for Customization, Code Migration, Data Migration, import, Generating BI Reports, Output Documents, Functional Test/User Acceptance Tests, Automation Tests, and Unit Tests.', 'Analyze and clarify functional specifications, write technical specifications, design the technical structure of the solution, and implement business logic.', 'Work closely or in coordination with the Technical Lead as needed to plan, scope, design, develop, test, implement, support, and enhance Business applications and their features/solutions.', 'Understanding the requirements and participating in project planning by giving an estimation of the work to the Technical Lead.', 'Application development using Odoo framework & and components.', 'Bug fixing, performance optimization, and production support.', 'Be part of Sprint meetings to discuss project development progress/challenges/scope etc and also assist the ERP Technical Lead in preparing the Sprint report.', 'Make sure to follow the prescribed coding and development best practices to give high-quality output as per the requirement.', 'Adherence to the latest development methods like continuous deployment & and integration.', 'Contribution to Odoo open-source projects, participation in Odoo technical community discussions, online forums, or interest groups.', 'Assess the impact of potential changes/customizations in Odoo’s core business apps, and implement solutions to mitigate negative outcomes.', 'Document and demonstrate solutions by developing documentation, flowcharts, algorithms, data-flow diagrams, layouts, user-flow diagrams, charts, code comments, and keeping code clean, readable, and optimized.', 'Must possess a strong learning curve and should be willing to keep themselves abreast and continuously updating their job knowledge by studying state-of-the-art development tools, programming techniques, latest cloud services, modern programming/technical concepts for personal upscaling, and in turn meeting organizational needs as well.', 'Developing technical documentation to guide future software development projects.']",3 To 8 Years,"['Agile', 'Computer Science', 'Development', 'ERP', 'Information Technology (IT)', 'Odoo', 'Python', 'SQL', 'XML', 'Linux', 'JavaScript', 'Git']"
136,Java Instructor,MICA,"Haram, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor’s degree in computer engineering, information technology, computer science, or any related discipline or equivalent work experience.', 'Java SE', 'Oracle SQL - PLSQL', 'At least one desktop Application', 'Problem Solving', 'Web Development knowledge is preferred']","['MICA Academy is offering a suite of programs for students ages 15 to 18 introducing them to programming using java, Oracle Database SQL and pl-SQL, Android, Web Design, Web Development, Networking, Operating Systems, Server Administrations, It Infrastructure, Embedded Systems, Electronic Fundamentals, virtualization and Clouding Technology.']",Not Specified,"['Computer Science', 'Engineering', 'Instructor', 'Java', 'SQL', 'Information technology', 'Web Design', 'Programming', 'Oracle Database', 'Database Design', 'Java EE', 'Computer Engineering']"
137,Senior Data Analyst,Cilantro,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],4 To 6 Years,"['Analysis', 'analytical', 'Computer Science', 'Data Analysis', 'Data Analyst', 'Data', 'Programming', 'Python', 'SQL']"
138,Full Stack Team Lead,Confidential Company,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],"['Propose and review the architecture', 'Communicate with the clients and stakeholders', 'To be part of a cross-functional team that’s responsible for the full software development life cycle', 'analysis & design of new functional requirements and systems.', 'Develop and write high-quality coding standards.', 'Design client-side and server-side architecture']",8 To 10 Years,"['Scrum', 'Angular', 'Full Stack', 'SQL', 'MVC', 'React', 'JavaScript', 'Software Development', '.Net Framework', 'SaaS', 'Computer Science', 'Agile', 'Information Technology (IT)', 'Software']"
139,Group IT Manager,TEPCO S.A.E.,"6th of October, Giza
Not Verified",Full Time,Manager,"['Bachelor’s degree in information technology, Computer Science or related field.', '10+ years of experience managing enterprise IT environments.', 'Expert knowledge of core enterprise systems and technologies including SAP 4HANA, Active Directory, VMware, Cisco networking, Azure/AWS/Google cloud platforms.', 'Experience with ERP systems implementation and support, especially SAP 4 HANA.', 'Knowledge of server virtualization, SAN and NAS storage systems.', 'Understanding of network routing, switching, firewalls, VPNs and load balancing.', 'Knowledge of data security principles and cybersecurity best practices.', 'Outstanding leadership, communication and organizational abilities.', 'Ability to manage IT staff, budgets, and projects effectively.']","['Develop and implement IT policies, procedures, and best practices across the group companies. ', 'Manage a team of IT staff including system administrators, Network Administrators, Service Engineers, and support specialists.', 'Oversee all IT infrastructure and systems including networks, servers, computers, phones, software applications etc.', 'Analyze business requirements and manage IT projects to improve systems and processes.', 'Ensure optimal utilization of IT resources and maintain continuity of IT operations.', 'Prepare and manage the overall IT budget for the group.', 'Keep up to date with emerging technologies and evaluate new systems for potential implementation. ', 'Build relationships with IT vendors and service providers']",10 To 20 Years,"['Information Technology (IT)', 'Networking', 'Project Management', 'SAP', 'Active Directory', 'AWS', 'Communication', 'Cisco', 'Computer Engineering', 'ERP', 'Computer Science', 'IT']"
140,Junior java developer,WSC,"Dokki, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"[""Bachelor's Degree in Software Engineering or equivalent major."", 'Above 2 years of experience as a Java EE Developer.', 'Solid knowledge of Spring boot and microservice architecture.', 'Experience with Spring (MVC, JPA, Hibernate, Security).', 'Experience with version control systems (Git or any other).', 'Experience with any relational database (Postgres preferred).', 'Experience with Maven deployment.', 'Good Knowledge in Microservices, Spring Cloud,  Keycloak, BPM, Elasticsearch, JUnit and Log4j.', 'Strong verbal and written communication skills with the ability to liaise with a variety of stakeholders.', 'Highly experienced with back-end JAVA programming language.']","['Proven hands-on Software Development experience.', ' Proven working experience in Java development.', 'Contribute in all phases of the development lifecycle.', ' Write well designed, testable, efficient code.', ' Ensure designs are in compliance with specifications.', 'Prepare and produce releases of software components.', 'Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review.']",2 To 4 Years,"['Programming', 'Software', 'Computer Science', 'Information Technology (IT)', 'Java', 'Software Development', 'Software Engineering']"
141,IT Technical Support Specialist,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Familiar with Microsoft Office 365, Cloud, Azure.', 'Identifying hardware and software solutions.', 'systems, networks, printers, scanners', 'Troubleshooting technical issues.', 'Diagnosing and repairing faults.', 'Resolving network issues.', 'Installing and configuring hardware and software.', 'Speaking to customers to quickly get to the root of their problem.', 'Providing timely and accurate customer feedback.', 'Talking customers through a series of actions to resolve a problem.', 'Good experience in Azure, and Office 365 cloud hosting.', 'Following up with clients to ensure the problem is resolved.', 'Replacing or repairing the necessary parts.', 'Supporting the roll-out of new applications.', 'Providing support in the form of procedural documentation.', 'Testing and evaluating new technologies.', 'Conducting electrical safety checks on equipment.', 'Attention to detail and good problem-solving skills.', 'Excellent interpersonal skills.', 'Good written and verbal communication.']",[],2 To 4 Years,"['Communication', 'configuring', 'Customer Support', 'Computer Science', 'Information Technology (IT)', 'Hardware', 'networks', 'Software', 'Technical Support', 'Testing', 'technical', 'Microsoft Office']"
142,Technical Projects Coordinator - IT Background,Roaya,"Maadi, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['IT Background is a must', 'Proven work experience as a Technical Projects Coordinator ', 'Excellent knowledge of MS Office', 'Familiarity with CRM practices along with ability to build productive business professional relationships', 'Excellent verbal and written communication skills', 'Prioritizing, time management and organizational skills', 'Ability to create and deliver presentations tailored to the audience needs', 'Relationship management skills and openness to feedback', 'Strong interpersonal, supervisory and customer service skills required.', 'Ability to multi-task, work under pressure and meet deadlines required.', 'Attention to Details.']","['Leads planning and execution of client-facing cloud-based projects ', 'Gathers and develops requirements to create and maintain a detailed project schedule and/or integrated plan. ', 'Effectively manages project contract, payments and renewals. ', 'Provides project reporting to multi-stakeholders & senior management.', 'Uses appropriate strategies and actions to overcome resistance to change and capitalize on forces in support of change during all stages of projects - concept, definition, planning, implementation, and close-out. ', 'Promotes IT standards and best practices for project management to facilitate control of system quality, adherence to standard methodology and the control of the use of IT resources', 'Present, promote and sell products/services using solid arguments to existing and prospective customers', 'Perform cost-benefit and needs analysis of existing/potential customers to meet their needs', 'Establish, develop and maintain positive business and customer relationships', 'Expedite the resolution of customer problems and complaints to maximize satisfaction', 'Supply management with reports on customer needs, problems, interests, competitive activities, and potential for new products and services.', 'Continuously improve through feedback ', 'Handle online chats ', 'Create Invoices assessing with the Accounting department ', 'Follow with the technical Support team']",0 To 1 Year,"['business', 'Communication', 'Computer Science', 'CRM', 'Customer Service', 'Engineering', 'Information Technology (IT)', 'IT', 'Management', 'Project Management', 'technical', 'Projects', 'MS Office']"
143,Data Analysis Quality Internship - Alexandria,Prometeon Tyres Group – Egypt (Ex,Pirelli Tyres Egypt),Internship,Entry Level (Junior Level / Fresh Grad),"['Bsc. of Computer Science / Computer Engineering Alexandria University, Graduates  (2023 / 2022 / 2021) ONLY.', 'Excellent Profession in Using of big data analysis, python,  SQL , Data visualization tools, Cloud computing platforms, Excel, Power BI is a MUST.', 'Alexandria Residence ONLY.', 'Males applying should have a defined Military service status ( Complete exemption or served)', 'Very Good analytical & reporting Skills', 'Excellent English Commands both spoken & written.', 'Good communications skills with all levels of employees.', 'Attentive & capable of working under pressure.']","['Collect correlate all working parameters data from local servers.', 'Work for digitalization projects.', 'Work to improve and facilitate daily routine jobs into digital way.', 'Analysis finished good scrap and defects, and trends. ', 'Create dashboard related to scrap and defects rate.', ""An inside view of Prometeon's work environment of multinational & exposure to the Tyre manufacturing."", 'A chance to develop strong communication, teamwork, and problem-solving skills.', 'An actual on-the-job training that will help secure better career opportunities in the future.', 'Internship monthly allowance.', 'Company Daily Restaurant Meals.', 'Transportation provided to the factory (from the nearest meeting point).', 'Certificate by the end of the program.', 'Social Insurance.']",Not Specified,"['Analysis', 'Computer Engineering', 'Computer Science', 'Data Analysis', 'quality', 'SQL', 'Data']"
144,Laravel and Vue.js Developer with API Integration Experience,SellEnvo,"Rotterdam, Netherlands",Full Time,Experienced (Non-Manager),[],[],More Than 2 Years,"['PHP 5', 'Laravel Framework', 'Vue.js', 'API', 'Continues Integration (CI)', 'DevOps']"
145,Web Development .NET Tech Lead,Seoudi Supermarket,"Sheikh Zayed, Giza",Full Time,Experienced (Non-Manager),"['BS degree in Finance, Economics or related field.', 'Min of 5 - 7 years of experience in a similar position.', 'Previous experience in Business / Systems Analysis or Quality Assurance.', 'Proficient in spreadsheets, databases, MS Office and financial software applications.', 'Hands on experience with statistical analysis and statistical packages.', 'Outstanding presentation, reporting and communication skills.', 'Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis.', 'Analytical mind with business acumen.']",[],5 To 7 Years,"['Analysis', 'business', 'Communication skills', 'Computer Science', 'Information Technology (IT)', 'Quality Assurance', 'Software Development', 'MS Office', '.Net', 'MS', 'Software']"
146,System Administrator,Arabia for Information Technology,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['BSc in Computer Engineering or Computer Science.', 'Microsoft Windows Server, RHEL, Ubuntu, Debian, SUSE, CentOS, VMware', 'Internet Information Server, Apache, Tomcat, Node', 'SVN, GIT, Azure DevOps CICD for release management', 'Powersell & other Server side Scripting', 'LDAP/ AD Management', 'DNS, DHCP Management', 'SAN, NAS Management', 'Exposure on State Data Center / National Datacenter / AWS / Azure or other Cloud operations']","['Proven experience as a Server Administrator or similar role for Windows / Linux based Servers.', 'Configuration of servers, operating systems administration, hardening, load balancers, firewall', 'maintenance and management of updates & patches to ensure that the system is properly updated', 'Re-installation in the event of system crash/failures', 'Periodic health check of the systems, troubleshooting problems, analyzing and implementing rectification measures', 'Implementation and maintenance of standard operating procedures for maintenance of the infrastructure', 'Implementing security on the Internet and Intranet', 'Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery', 'Manage network servers and technology tools, Set up accounts and workstations', 'Monitor performance and maintain systems according to requirements', 'Troubleshoot issues and outages, Ensure security through access controls, backups and firewalls', 'Upgrade/ patching of systems with new releases and models time to time.', 'Maintain code repository server and access configuration', 'Maintain cloud infrastructure, application and database backup.', 'Configure and Maintain Server scaling and High Availability & Disaster Recovery']",More Than 3 Years,"['Linux', 'Windows Server', 'Server Administration', 'Data Center Management', 'Ubuntu', 'RHEL', 'CentOS']"
147,Backend Developer,Charisma Design,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Minimum 3 years of very good PHP coding skills in PHP7,8', 'Practical experience with MVC Frameworks like Laravel, Symphony, Zend, or Yii2', 'Solid technical understanding of RESTful APIs', 'Experience in building scalable distributed products and practical knowledge of caching', 'Previous experience with handling and querying relational databases (e.g., MariaDB or PostgreSQL)', 'Passionate about writing well-structured, efficient, and maintainable code, ensuring code quality', 'Comfortable working in an English-speaking and agile environment', 'Grow with one of the fastest-growing eCommerce companies in Egypt and Europe', 'Provided hardware and operating system (Mac, Windows, or Linux) for work purposes', 'International working environment with English as the company language', 'Agile work environment (MOVE) and cross-functional teams', 'Social Insurance', 'Medical insurance']",[],2 To 5 Years,"['Agile', 'Computer Science', 'API', 'Information Technology (IT)', 'PHP', 'Laravel', 'Software Development']"
148,Senior Database Administrator,Smart Cards application,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in communication/ computer science/ information systems Engineering or equivalent.', 'ITIL foundation Certification is preferred.', 'ORACLE certification.', 'Willingness to work occasional evenings and weekends, sometimes with little advanced notice.', 'Oracle 19c + RAC 19c on Red-hat Linux.', 'virtualized using KVM. ', 'Communication Skills.', 'Problem-Solving and Administration.', 'Oracle Active Dataguard Administration.', 'Automation and Scripting.', 'RMAN Administration.']","['Installation and configuration Oracle Enterprise Manager Cloud Control in both Main and DR sites.', 'Applying backup and recovery measures to safeguard data.', 'Monitoring and maintaining space usage within the database.', 'Define and implement backup and recovery process for database instance', 'Database backup and restores.', 'Responsible for the configuration, and maintenance of various technologies managed by the team (Oracle Real Application Cluster “RAC”, Grid, ASM, Oracle Data Guard, Oracle Golden Gate.', 'Prepare and revisit HLD and LLD & documentation to support database setup based on technology used.', 'Implement database upgrades, migrations and the major patch sets installation to assure of using the latest available technologies.', 'Tuning the general performance of the database', 'Troubleshooting database problems', 'Creating user accounts in application systems that require DBA involvement.', 'Provision of Oracle client', 'Design and implementation of appropriate Oracle DB archive logs and backup schedule to provide for recovery objectives.', 'Scheduling services for recurring user-defined command scripts.', 'Database recovery/restoration', 'Create and configure Oracle Multi-tenant and Oracle In-Memory features.']",3 To 5 Years,"['Oracle', 'RAC', 'RMAN', 'Linux', 'SQL', 'Computer Science', 'Information Technology (IT)']"
149,Group ICT Business Applications Section Head,Decorative Glass And Arab Union Glass Group,"Obour City, Cairo",Full Time,Experienced (Non-Manager),"['10 Years in Information Technology Field.', 'BSc Engineering or BSc Computer Science or BSc Information Systems or BSc Software Development Engineering or Similar Education level.', 'Expert in Python, Odoo, at least one Python Web Framework such as Django, Flask, etc. Solid understanding of Object-Oriented Design and Programming.', 'Have led & be able to handle and monitor Team of Developers and application support engineers.', 'Experience in Oracle, PostgreSQL and MS SQL databases.', 'Experience in HTML, XML, JavaScript, and jQuery.', 'Experience in .Net desktop applications to review, enhance, merge with Odoo Platform.', 'Experience with GIT or Microsoft Team foundation or equivalent source control.', 'Should have experience in Integrating Odoo with other any cloud system (E-commerce systems such as OpenCart Magneto or web applications).', 'Should have experience in Integrating Odoo with other any On-Premises system/Databases (Desktop applications or databases).', 'Good knowledge of business processes and Applications Technical writing and documentation.', 'Able to integrate multiple data sources and databases into one system.', 'Understanding of the threading limitations of Python, and multi-process architecture Understanding of accessibility and security compliance.', 'Solid knowledge of user authentication and authorization between multiple systems, servers, and environments.', ""Solid experience of design principles behind a scalable application, data structure, API's in Odoo."", 'Technical and Functional knowledge of ODOO standard modules like Sales, Purchase, Warehouse, Inventory Management, Accounting, Website, E-commerce etc.', 'Manufacturing Background or Partner Background with Manufacturing projects would be highly ranked.', 'Odoo Technical Certification knowledge and hands-on experience.', 'Microsoft Certified Professional Developer Course Knowledge.', 'Certified Professional in Python Programming Course knowledge and Hand-on experience.', 'Certified Associate in Python Programmer Course knowledge and Hand-on experience.', 'Oracle Database PL/SQL Developer Certified Professional Course Knowledge.', 'ITIL Foundation v3 Course knowledge would be preferred.', 'Project Management Skills.', 'Business Analysis and requirement gathering including technical document creation.', 'Troubleshooting skills.', 'Analysis Skills.', 'Customer service Skills.', 'Stockholder Management skills.']","['Leading the Odoo technical and cloud setup administration teams.', 'Analyze customer needs, design and build solutions with Odoo.', 'Conduct development effort estimations.', 'Consistently create quality software that meet specific design and requirements on stated timelines.', 'Enhance applications, develop and configure features and functionalities that support business requirements including In-house Applications.', 'Conduct peer-reviews, lead reviews and provide feedback.', 'Will work under the guidance of the Group ICT Director/ Business Analyst/ Process Engineer.', 'Release and deploy the applications on target platform(s).', 'Assist the technical support team to ensure 3rd level of support.', 'Ensuring foolproof performance of the deliverable.', 'Coordinating with co-developers and other related departments.', 'Sending regular updates about project status.', 'Support the client for the technical and server issues.']",10 To 12 Years,"['Business Applications', 'Odoo', 'Odoo ERP', 'Odoo Development']"
